"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"IDUA",0.110421837211175,0.0091878394287141,0.07,0.032,1,"IDUA"
"DNAJC30",0.111160464307245,-0.162854825017676,0.417,0.269,1,"DNAJC30"
"NLRC5",0.111578073555433,-0.276597854774897,0.835,0.577,1,"NLRC5"
"ZNF790",0.111763658451337,0.0210455151065858,0.07,0.032,1,"ZNF790"
"SMAD4",0.111812428180554,-0.278935636364019,0.609,0.391,1,"SMAD4"
"RASA4",0.112029249238962,-0.50366670044179,0.583,0.498,1,"RASA4"
"GNAS",0.112200925468949,0.0592404957846464,0.87,0.458,1,"GNAS"
"MEG3",0.112237711932168,-0.372668430164541,0.47,0.411,1,"MEG3"
"ANKRD11",0.112398481023215,-0.304268661429151,0.661,0.379,1,"ANKRD11"
"TRIO",0.113118310528402,-0.0343684406461229,0.07,0.032,1,"TRIO"
"IFT172",0.113383438216214,0.017002649936093,0.087,0.043,1,"IFT172"
"POLR2J3",0.113567014535521,-0.166716694378646,0.626,0.352,1,"POLR2J3"
"GAPVD1",0.113600869560327,-0.101273720458339,0.565,0.419,1,"GAPVD1"
"SPTY2D1",0.113641909539327,-0.520262577651934,0.478,0.451,1,"SPTY2D1"
"FGD1",0.113800471176067,-0.0387844557335762,0.07,0.032,1,"FGD1"
"THBS2",0.113986550445235,0.00872321509905481,0.043,0.016,1,"THBS2"
"SERTAD3",0.114121425370867,-0.118802518653776,0.113,0.059,1,"SERTAD3"
"ABHD17B",0.11420377996768,-0.197041159298296,0.452,0.296,1,"ABHD17B"
"PHF8",0.114363548608364,-0.216911373168943,0.278,0.17,1,"PHF8"
"RHOU",0.114485867159386,-0.0424054031435979,0.07,0.032,1,"RHOU"
"PEAK1",0.114571640638872,-0.271280511579729,0.435,0.451,1,"PEAK1"
"ADARB1",0.114707161731784,-0.166851494618939,0.157,0.091,1,"ADARB1"
"SEPTIN6",0.11486153896076,-0.360327584299213,0.774,0.534,1,"SEPTIN6"
"FAM110B",0.114893514776541,0.0505476502239032,0.043,0.016,1,"FAM110B"
"PRKAA1",0.115075952407525,-0.110337900495726,0.591,0.403,1,"PRKAA1"
"MAP1B",0.11519244620219,-0.0543790438145264,0.087,0.043,1,"MAP1B"
"LINC01588",0.115249780762108,-0.545678799763188,0.513,0.419,1,"LINC01588"
"NKIRAS1",0.115452806789616,-0.0916595862417703,0.139,0.079,1,"NKIRAS1"
"EAF1",0.115785679185795,-0.165071249983451,0.591,0.391,1,"EAF1"
"PDE3A",0.115806146705988,0.0102690684799278,0.043,0.016,1,"PDE3A"
"GRIP1",0.116411009448853,-0.0290644984906063,0.087,0.043,1,"GRIP1"
"PSMD5",0.116429568585227,-0.1346165708641,0.522,0.36,1,"PSMD5"
"RGS4",0.116579288859017,-0.0448682421704846,0.122,0.067,1,"RGS4"
"ELP3",0.116612967458592,-0.388527342398317,0.565,0.514,1,"ELP3"
"CEP170B",0.116724467312535,-0.0113509425421394,0.043,0.016,1,"CEP170B"
"KIF26B",0.116724467312535,0.00401102777607005,0.043,0.016,1,"KIF26B"
"SOX11",0.116724467312535,-0.0328368756626274,0.043,0.016,1,"SOX11"
"DDX43",0.116724467312535,0.0117183543555804,0.043,0.016,1,"DDX43"
"FGF12",0.116724467312535,0.0141112446520924,0.043,0.016,1,"FGF12"
"GRIA2",0.116724467312535,0.0158427922446306,0.043,0.016,1,"GRIA2"
"GSDME",0.116724467312535,0.0161574138965788,0.043,0.016,1,"GSDME"
"AVPR1A",0.116921993814457,-0.428828680324915,0.348,0.34,1,"AVPR1A"
"PCOLCE",0.11725998780906,-0.0267258566505822,0.07,0.032,1,"PCOLCE"
"TMEM245",0.117330979456497,-0.109662682345528,0.591,0.419,1,"TMEM245"
"TBC1D16",0.117648497628347,0.000573759116192861,0.043,0.016,1,"TBC1D16"
"FXYD6",0.117648497628347,0.0527199390365349,0.043,0.016,1,"FXYD6"
"EVA1C",0.117648497628347,0.030214766405842,0.043,0.016,1,"EVA1C"
"ABCA10",0.117676119093054,-0.219859785062042,0.017,0.051,1,"ABCA10"
"NEK4",0.117678815434024,-0.154371500771162,0.278,0.182,1,"NEK4"
"SWT1",0.117961697857886,-0.102550742516274,0.07,0.032,1,"SWT1"
"CCDC73",0.117961697857886,-0.0526090686662045,0.07,0.032,1,"CCDC73"
"LRRC37A3",0.118235140477868,-0.174021661607452,0.235,0.146,1,"LRRC37A3"
"TMEM220",0.118354185605279,-0.521581343383666,0.426,0.383,1,"TMEM220"
"PARD3",0.118578258637513,0.00540629345218225,0.043,0.016,1,"PARD3"
"PDE1B",0.118578258637513,0.00261807634182495,0.043,0.016,1,"PDE1B"
"FBLN5",0.118666698089355,-0.123048684155944,0.07,0.032,1,"FBLN5"
"DOCK7",0.118666698089355,-0.0842793010209472,0.07,0.032,1,"DOCK7"
"CDK8",0.118666698089355,-0.074847552209403,0.07,0.032,1,"CDK8"
"DIO2",0.118806048047238,-0.186535208145219,0.035,0.075,1,"DIO2"
"SORT1",0.11937499758919,-0.0818093782113474,0.07,0.032,1,"SORT1"
"CFH",0.11937499758919,-0.0483807968376033,0.07,0.032,1,"CFH"
"PCDH7",0.11937499758919,-0.0708317066963909,0.07,0.032,1,"PCDH7"
"ARHGEF17",0.119513771274765,-0.0465522879049655,0.043,0.016,1,"ARHGEF17"
"HTR2B",0.119513771274765,-0.0044218973573545,0.043,0.016,1,"HTR2B"
"KCTD16",0.119513771274765,-0.011837526574955,0.043,0.016,1,"KCTD16"
"POU3F1",0.119513771274765,0.00460015499422277,0.043,0.016,1,"POU3F1"
"CYBC1",0.119705877146446,0.0364869192629771,0.774,0.427,1,"CYBC1"
"LMO7",0.119828992139347,-0.300131727847648,0.148,0.083,1,"LMO7"
"EYS",0.119937330864705,-0.235886883453059,0.026,0.063,1,"EYS"
"HSF5",0.120086605426421,-0.0886020692998658,0.07,0.032,1,"HSF5"
"ATG4D",0.120086605426421,-0.0594309180040439,0.07,0.032,1,"ATG4D"
"CALCOCO1",0.120193874468233,-0.231315124233106,0.348,0.209,1,"CALCOCO1"
"MYNN",0.120282764006658,-0.250354700013426,0.391,0.253,1,"MYNN"
"ARMCX2",0.120455056424188,-0.0355183805193929,0.043,0.016,1,"ARMCX2"
"LOX",0.120455056424188,-0.00415535358669741,0.043,0.016,1,"LOX"
"FCHO2",0.120455056424188,-0.00234269948682358,0.043,0.016,1,"FCHO2"
"FPR2",0.120455056424188,0.013256673334028,0.043,0.016,1,"FPR2"
"ARHGEF4",0.120455056424188,-0.0663722691433688,0.043,0.016,1,"ARHGEF4"
"NID2",0.120455056424188,-0.0240307550135343,0.043,0.016,1,"NID2"
"ADAL",0.120544108168637,-0.0562666947453498,0.217,0.142,1,"ADAL"
"ASAP1",0.120718347683655,-0.382315105476926,0.296,0.178,1,"ASAP1"
"SNHG9",0.120936589651914,-0.174139505339491,0.13,0.071,1,"SNHG9"
"SLC47A1",0.121187637768437,-0.484264993449954,0.383,0.356,1,"SLC47A1"
"ANTXR1",0.121402134917923,-0.0267466769321672,0.043,0.016,1,"ANTXR1"
"NEIL1",0.121402134917923,-0.038810854240712,0.043,0.016,1,"NEIL1"
"MYL5",0.121402134917923,-0.0314870449398589,0.043,0.016,1,"MYL5"
"UNC5CL",0.121402134917923,-0.0407159694795192,0.043,0.016,1,"UNC5CL"
"TPST1",0.121402134917923,-0.0314005940720095,0.043,0.016,1,"TPST1"
"ZNF396",0.121402134917923,-0.0327206838121638,0.043,0.016,1,"ZNF396"
"SOX6",0.121402134917923,-0.0189769195429581,0.043,0.016,1,"SOX6"
"TLR3",0.121402134917923,-0.0276741574722503,0.043,0.016,1,"TLR3"
"DNM3",0.121402134917923,-0.0307392419306923,0.043,0.016,1,"DNM3"
"VXN",0.121402134917923,-0.0494729674415464,0.043,0.016,1,"VXN"
"ABCA5",0.121424766251303,-0.351122760847224,0.287,0.182,1,"ABCA5"
"FAM111B",0.121748887064411,-0.225928275583597,0.748,0.652,1,"FAM111B"
"SOCS7",0.121849445920849,-0.323553365209053,0.409,0.403,1,"SOCS7"
"FER",0.122159659447541,-0.0448654447789717,0.104,0.055,1,"FER"
"PLEKHH1",0.122507547643545,-0.453767552410676,0.443,0.403,1,"PLEKHH1"
"C2CD2",0.122648163823435,-0.479328021820187,0.452,0.407,1,"C2CD2"
"USP13",0.122776734838063,-0.317940120351424,0.452,0.435,1,"USP13"
"IQCN",0.122996256932806,-0.478334478269809,0.096,0.142,1,"IQCN"
"CD27",0.123108646269823,0.144986553422495,0.861,0.427,1,"CD27"
"TRAF5",0.123141333859293,-0.0128877810030221,0.791,0.577,1,"TRAF5"
"RAB37",0.123617271807686,-0.231737695383816,0.357,0.233,1,"RAB37"
"CSNK1G1",0.123935355897606,-0.367218168300209,0.809,0.621,1,"CSNK1G1"
"EIF2S3",0.124324221418071,-0.192654041162172,0.974,0.723,1,"EIF2S3"
"YPEL2",0.124404068031807,-0.192830875706812,0.191,0.115,1,"YPEL2"
"SLC1A2",0.12483505646353,-0.338136999801247,0.513,0.435,1,"SLC1A2"
"BTNL9",0.125280922205997,0.0643966965835139,0.078,0.04,1,"BTNL9"
"HSCB",0.125379301741701,-0.391535488559762,0.583,0.462,1,"HSCB"
"ZSCAN30",0.125512474537196,-0.08006195531319,0.226,0.146,1,"ZSCAN30"
"ENO1",0.125811371267491,0.27319423225815,0.983,0.53,1,"ENO1"
"NKTR",0.125826895229746,-0.494759673225153,0.722,0.53,1,"NKTR"
"GAS5",0.126106067172814,-0.245397718433794,0.774,0.514,1,"GAS5"
"ZNF821",0.126236597666875,-0.125971358371834,0.104,0.055,1,"ZNF821"
"ERP27",0.126613582700382,-0.153566719463439,0.122,0.067,1,"ERP27"
"SYTL3",0.127100432170118,-0.0507700453294395,0.548,0.34,1,"SYTL3"
"PAPOLG",0.12714533678573,-0.394072342957157,0.704,0.597,1,"PAPOLG"
"TMTC1",0.127356917123635,-0.306801518106163,0.304,0.308,1,"TMTC1"
"SAT1",0.127433010055051,-0.21990833033036,0.791,0.522,1,"SAT1"
"ADAMTS17",0.128078575153508,-0.397125801550556,0.4,0.368,1,"ADAMTS17"
"SERINC1",0.12809278889444,-0.372824031355231,0.748,0.625,1,"SERINC1"
"CYB5RL",0.128180158417656,-0.0879048709043442,0.209,0.13,1,"CYB5RL"
"NUFIP2",0.128225963953436,-0.152945600268548,0.73,0.51,1,"NUFIP2"
"IMPACT",0.128576379331496,-0.0667509544807073,0.252,0.166,1,"IMPACT"
"RAB3D",0.128754183421568,-0.454329795785958,0.687,0.526,1,"RAB3D"
"ASS1",0.128809350505313,-0.202962074757753,0.122,0.067,1,"ASS1"
"CDH12",0.129160494380936,-0.127659142618831,0.087,0.043,1,"CDH12"
"ITPRIP",0.129348739888903,-0.139441739277608,0.261,0.166,1,"ITPRIP"
"CHIC1",0.129700055140451,-0.0905899766433362,0.13,0.075,1,"CHIC1"
"NIPAL3",0.130034278165605,-0.254140837073847,0.661,0.455,1,"NIPAL3"
"ADGRL2",0.130239399957718,-0.096202562054234,0,0.02,1,"ADGRL2"
"PAQR7",0.130443434177461,-0.534595396479794,0.47,0.403,1,"PAQR7"
"ZNF354C",0.130528168743922,0.0523820634493189,0.061,0.028,1,"ZNF354C"
"POLG2",0.130898407476561,-0.153233951063373,0.139,0.079,1,"POLG2"
"AJUBA",0.130952573742567,-0.0685867255306725,0.165,0.099,1,"AJUBA"
"TGFBR1",0.13113435911853,-0.214545590262386,0.157,0.091,1,"TGFBR1"
"HDAC4",0.13130026875587,-0.272847049571995,0.261,0.162,1,"HDAC4"
"WDR73",0.1314951843496,-0.114792418930202,0.304,0.202,1,"WDR73"
"ANGEL1",0.131595534699281,-0.228586062055999,0.122,0.067,1,"ANGEL1"
"CPA5",0.131633152791618,-0.102895979154384,0.104,0.055,1,"CPA5"
"S100A6",0.132148026611838,0.0990397276743327,0.93,0.455,1,"S100A6"
"ZFYVE9",0.132219249113375,-0.0413811961629229,0.078,0.04,1,"ZFYVE9"
"LMTK2",0.132720030328503,-0.159822462907609,0.348,0.241,1,"LMTK2"
"CCDC130",0.133447199154309,-0.231528443920183,0.27,0.162,1,"CCDC130"
"CACFD1",0.133805494955914,0.0123471605561283,0.061,0.028,1,"CACFD1"
"RHOQ",0.134016570610092,-0.0925531747263479,0.13,0.075,1,"RHOQ"
"GPANK1",0.134582500229365,-0.365668680928382,0.617,0.506,1,"GPANK1"
"ARHGAP30",0.134879835137016,-0.0920750201741045,0.765,0.415,1,"ARHGAP30"
"LIPT1",0.134935719898396,-0.104120175543612,0.174,0.107,1,"LIPT1"
"OGA",0.135003741992101,-0.38695738289428,0.757,0.526,1,"OGA"
"RIT1",0.135255530637265,-0.32040953060059,0.383,0.245,1,"RIT1"
"BCL11B",0.135461427538341,-0.430923795504674,0.774,0.565,1,"BCL11B"
"POLN",0.135467852971844,0.0534896583538105,0.061,0.028,1,"POLN"
"SDCBP2",0.135606648606179,0.0856409261445995,0.035,0.012,1,"SDCBP2"
"WASL",0.135840495245071,-0.244867469614382,0.174,0.103,1,"WASL"
"LSG1",0.136055801470895,-0.0751896040561415,0.6,0.423,1,"LSG1"
"ZBTB20",0.136271558301471,-0.700823758959876,0.243,0.265,1,"ZBTB20"
"TMIGD2",0.136519183205324,-0.602955447502169,0.278,0.285,1,"TMIGD2"
"TLR6",0.136559303034765,-0.460519744562041,0.557,0.447,1,"TLR6"
"TAX1BP1",0.136767630323802,-0.06626835300461,0.713,0.403,1,"TAX1BP1"
"KLRG1",0.136811891031219,-0.749113456489783,0.409,0.379,1,"KLRG1"
"MPDZ",0.137146119461544,0.00941783620107255,0.061,0.028,1,"MPDZ"
"SEMA6D",0.137146119461544,-0.0142959748922085,0.061,0.028,1,"SEMA6D"
"DGKA",0.138045651290524,-0.51655388606361,0.548,0.439,1,"DGKA"
"TTC17",0.138103407813185,-0.171122085289506,0.504,0.32,1,"TTC17"
"PTPRD",0.138152540870613,-0.147298942532246,0.009,0.036,1,"PTPRD"
"DNAJC6",0.138152540870613,-0.128556557420462,0.009,0.036,1,"DNAJC6"
"BLOC1S6",0.138192885206617,-0.414551974953529,0.67,0.553,1,"BLOC1S6"
"SLC7A6OS",0.13827108457445,-0.199854513888435,0.174,0.103,1,"SLC7A6OS"
"TYSND1",0.13827472518765,-0.235482018628283,0.478,0.304,1,"TYSND1"
"DPEP2",0.138751075745932,-0.547201536846803,0.061,0.103,1,"DPEP2"
"ZNF189",0.138840377704803,-0.0252080623607871,0.061,0.028,1,"ZNF189"
"GNRH1",0.138840377704803,0.00446512801055249,0.061,0.028,1,"GNRH1"
"MORF4L2",0.138872712047418,-0.183169463897059,0.478,0.289,1,"MORF4L2"
"GPRC5B",0.139154063766356,0.0551222610272464,0.035,0.012,1,"GPRC5B"
"ARHGEF10L",0.139154063766356,0.0213648754428852,0.035,0.012,1,"ARHGEF10L"
"ESR1",0.139154063766356,0.0174442345357131,0.035,0.012,1,"ESR1"
"SMIM5",0.139230457824144,-0.494371022615631,0.478,0.407,1,"SMIM5"
"LINC00092",0.139501028464591,-0.501560473669537,0.53,0.435,1,"LINC00092"
"TNFRSF17",0.139574583853076,0.00659161433885198,0.009,0,1,"TNFRSF17"
"TBX2",0.139574583853076,0.00866980757701355,0.009,0,1,"TBX2"
"ZNF467",0.139574583853076,0.012013753418313,0.009,0,1,"ZNF467"
"F10",0.139574583853076,0.0269732781141285,0.009,0,1,"F10"
"CTU1",0.139574583853076,0.00327590572882256,0.009,0,1,"CTU1"
"C11orf96",0.139574583853076,0.0361946684456683,0.009,0,1,"C11orf96"
"ADIRF",0.139574583853076,0.0108651874956853,0.009,0,1,"ADIRF"
"ADM5",0.139574583853076,0.0254155637266436,0.009,0,1,"ADM5"
"NRG2",0.139574583853076,0.00685423534161553,0.009,0,1,"NRG2"
"B3GNT8",0.139574583853076,0.010565857191805,0.009,0,1,"B3GNT8"
"RAMP2",0.139574583853076,0.00633916243405719,0.009,0,1,"RAMP2"
"CD34",0.139574583853076,0.0221976228862401,0.009,0,1,"CD34"
"ESAM",0.139574583853076,0.00576330323270936,0.009,0,1,"ESAM"
"IL17C",0.139574583853076,0.0101456631292733,0.009,0,1,"IL17C"
"VWA1",0.139574583853076,0.00293484837440879,0.009,0,1,"VWA1"
"MSX2",0.139574583853076,0.0208150419113209,0.009,0,1,"MSX2"
"GSTT2",0.139574583853076,0.0167915114387495,0.009,0,1,"GSTT2"
"CAPN6",0.139574583853076,0.00148282541767056,0.009,0,1,"CAPN6"
"PCOLCE2",0.139574583853076,0.0104697808982616,0.009,0,1,"PCOLCE2"
"A4GALT",0.139574583853076,0.00280077976757485,0.009,0,1,"A4GALT"
"ZNF775",0.139574583853076,0.0233583994470591,0.009,0,1,"ZNF775"
"PPM1L",0.139574583853076,0.0345018110787492,0.009,0,1,"PPM1L"
"PROCR",0.139574583853076,0.040793543203949,0.009,0,1,"PROCR"
"HSPB8",0.139574583853076,0.0258260314153156,0.009,0,1,"HSPB8"
"FMO3",0.139574583853076,0.0296917875839413,0.009,0,1,"FMO3"
"AURKC",0.139574583853076,0.0144718261330198,0.009,0,1,"AURKC"
"ANKRD9",0.139574583853076,0.0100037112266378,0.009,0,1,"ANKRD9"
"ROBO4",0.139574583853076,0.0233555456843855,0.009,0,1,"ROBO4"
"KCNC3",0.139574583853076,0.0102135371616244,0.009,0,1,"KCNC3"
"PLA2G5",0.139574583853076,0.0427016270848175,0.009,0,1,"PLA2G5"
"COPZ2",0.139574583853076,0.0128357818095395,0.009,0,1,"COPZ2"
"TMEM74B",0.139574583853076,0.00293150427909311,0.009,0,1,"TMEM74B"
"COX7A1",0.139574583853076,0.0203420738436697,0.009,0,1,"COX7A1"
"SH2B2",0.139574583853076,0.00266957781940762,0.009,0,1,"SH2B2"
"ELN",0.139574583853076,0.00187896125186917,0.009,0,1,"ELN"
"HPCAL4",0.139574583853076,0.00427858026446838,0.009,0,1,"HPCAL4"
"CCDC149",0.139574583853076,0.00514618924044257,0.009,0,1,"CCDC149"
"SMOC2",0.139574583853076,0.00140008493901531,0.009,0,1,"SMOC2"
"PXDC1",0.139574583853076,0.00746500608699432,0.009,0,1,"PXDC1"
"ITGA8",0.139574583853076,0.00722175945296266,0.009,0,1,"ITGA8"
"C8G",0.139574583853076,0.041902468807589,0.009,0,1,"C8G"
"PDLIM3",0.139574583853076,0.0411055172083874,0.009,0,1,"PDLIM3"
"DENND2A",0.139574583853076,0.00153662197541939,0.009,0,1,"DENND2A"
"LY6H",0.139574583853076,0.0303913359830913,0.009,0,1,"LY6H"
"RIPK4",0.139574583853076,0.00961921540311297,0.009,0,1,"RIPK4"
"KLF14",0.139574583853076,0.0175621880835899,0.009,0,1,"KLF14"
"ASGR1",0.139574583853076,0.0155366833574894,0.009,0,1,"ASGR1"
"MACROD1",0.139574583853076,0.0322213161829131,0.009,0,1,"MACROD1"
"FOLR2",0.139574583853076,0.00472782335846693,0.009,0,1,"FOLR2"
"CTXN1",0.139574583853076,0.00136893084522173,0.009,0,1,"CTXN1"
"FAM71F2",0.139574583853076,0.0145424456072573,0.009,0,1,"FAM71F2"
"ECM1",0.139574583853076,0.0249647338870284,0.009,0,1,"ECM1"
"LTF",0.139574583853076,0.0440373289140367,0.009,0,1,"LTF"
"FAM78B",0.139574583853076,0.0119475376607163,0.009,0,1,"FAM78B"
"GLIS2",0.139574583853076,0.00173967804650872,0.009,0,1,"GLIS2"
"OCA2",0.139574583853076,0.00262800850053104,0.009,0,1,"OCA2"
"TMEM221",0.139574583853076,0.00671782434236132,0.009,0,1,"TMEM221"
"GPC3",0.139574583853076,0.00968793360473108,0.009,0,1,"GPC3"
"LHX6",0.139574583853076,0.000920654321567234,0.009,0,1,"LHX6"
"PACSIN3",0.139574583853076,0.0104228468127339,0.009,0,1,"PACSIN3"
"SERPINA5",0.139574583853076,0.00480393170200839,0.009,0,1,"SERPINA5"
"GPIHBP1",0.139574583853076,0.0339925534489077,0.009,0,1,"GPIHBP1"
"CMTM5",0.139574583853076,0.0290953229923605,0.009,0,1,"CMTM5"
"KCNJ8",0.139574583853076,0.0181122380701761,0.009,0,1,"KCNJ8"
"CNBD2",0.139574583853076,0.0107597579538886,0.009,0,1,"CNBD2"
"PRX",0.139574583853076,0.0043414984930489,0.009,0,1,"PRX"
"TMEM54",0.139574583853076,0.0135655620201444,0.009,0,1,"TMEM54"
"CABYR",0.139574583853076,0.018662052475183,0.009,0,1,"CABYR"
"GPRIN1",0.139574583853076,0.000927040294249227,0.009,0,1,"GPRIN1"
"IGFBP2",0.139574583853076,0.0335826782746981,0.009,0,1,"IGFBP2"
"DNAJC5B",0.139574583853076,0.0200201423940836,0.009,0,1,"DNAJC5B"
"WNT11",0.139574583853076,0.0119832236918898,0.009,0,1,"WNT11"
"LRRC26",0.139574583853076,0.00932384342005367,0.009,0,1,"LRRC26"
"PYY",0.139574583853076,0.0269983387918326,0.009,0,1,"PYY"
"KCNG1",0.139574583853076,0.00594759069613185,0.009,0,1,"KCNG1"
"CYP27B1",0.139574583853076,0.0318855998619719,0.009,0,1,"CYP27B1"
"TDO2",0.139574583853076,0.0304627995468238,0.009,0,1,"TDO2"
"KAZALD1",0.139574583853076,0.00821566210928473,0.009,0,1,"KAZALD1"
"ECHDC3",0.139574583853076,0.00571189499458631,0.009,0,1,"ECHDC3"
"ASB9",0.139574583853076,0.00884387448082698,0.009,0,1,"ASB9"
