"","B.cell","c1","c2","c3","c4","c5","CAF","Endo","Macro","malignant","NK","xcoord","ycoord"
"spot_75",0.000973384849778434,9.80786935945155e-05,0.0263371037747346,9.80786935945059e-05,9.80786935945111e-05,0.0456262933254682,0.0876696873375361,0.0253149370639994,0.0946126258212678,0.719073653052838,9.80786935945062e-05,16,9
"spot_76",0.000160405357108952,0.000160405357108964,0.000160405357108952,0.000160405357108969,0.000160405357108953,0.0580807720651824,0.110469107261143,0.0484508758416752,0.0695870538836665,0.712449758805679,0.00016040535710895,16,10
"spot_77",9.65843962602088e-05,9.65843962602151e-05,9.658439626021e-05,9.65843962602081e-05,9.65843962602099e-05,0.12251306665073,0.0612622758756507,0.0691657537313818,0.0713673475848528,0.675112049779823,9.65843962602081e-05,16,11
"spot_78",0.000107050179578184,0.000107050179578204,0.000107050179578188,0.000107050179578202,0.000107050179578158,0.0412181339981102,0.060934469953688,0.0868624691625806,0.062615562083933,0.747727063724219,0.000107050179578186,16,12
"spot_79",0.0403310234179741,0.000157626421131044,0.01447861666814,0.00015762642113105,0.000157626421131045,0.00643995004418868,0.151812464894601,0.0237832761506516,0.0954677347647583,0.647184989337133,0.0200290654591599,16,13
"spot_80",0.0382933037862728,0.000143278775906288,0.000143278775906284,0.000143278775906286,0.000143278775906285,0.0132299623769816,0.113280645547496,0.0255858700153337,0.101656236107065,0.68112104071064,0.0262598263525862,16,14
"spot_81",0.00468525584810611,0.000155118653937878,0.000155118653937877,0.000155118653937877,0.000155118653937876,0.0928018057332519,0.0712624333688632,0.0554565654843281,0.112411226741624,0.662607119554137,0.000155118653937876,16,15
"spot_82",0.0539708536498102,0.0311516315953833,0.000189460461195677,0.000189460461195701,0.000189460461195697,0.109701362776368,0.117904865036515,0.0744480432122816,0.176658687645682,0.423162886154326,0.0124332885460466,16,16
"spot_83",0.0613590637273238,0.0952152664513373,5.27898098676318e-05,5.27898098676307e-05,0.0420854845460105,5.27898098676249e-05,0.451882178751081,0.102688050528214,0.182962398277083,0.0614635071097045,0.00218568117964288,16,17
"spot_84",0.122023489329989,0.000164623535266398,0.00016462353526641,0.0908596480674053,0.000164623535266412,0.00720287552439375,0.187260362076294,0.134664142097992,0.14225193292333,0.31507905583953,0.000164623535266394,16,18
"spot_85",0.0951710389744264,0.000104311431098966,0.000104311431098966,0.000104311431098958,0.000104311431098945,0.0971074617296753,0.261517369519423,0.137553323875868,0.0992771398554104,0.269358873888145,0.0395975464326567,16,19
"spot_86",0.000116102682715108,0.159930500564169,0.000116102682715114,0.000116102682715119,0.000116102682715098,0.000116102682715102,0.145006884241528,0.0483161040513415,0.217737211235705,0.428312683810966,0.000116102682715114,17,4
"spot_87",0.0100871087909446,0.00012932334881069,0.000129323348810691,0.000129323348810688,0.000129323348810692,0.172454718062081,0.113046922135829,0.0296474367210494,0.185534378194567,0.475598209408412,0.0131139332918741,17,5
"spot_88",9.75960143384696e-05,9.75960143384768e-05,9.75960143385161e-05,9.7596014338552e-05,9.75960143384415e-05,0.0367874249240359,0.0797074531972327,0.0308130003965036,0.152990221625955,0.684878632221722,0.0143352875628578,17,6
"spot_89",0.00119643502893591,0.000212788151565345,0.000212788151565355,0.000212788151565334,0.000212788151565347,0.14182335113397,0.140737019669023,0.0468861664685089,0.199257634395014,0.469035452546722,0.000212788151565347,17,7
"spot_90",0.0096163881140109,7.84691279168454e-05,7.84691279168599e-05,7.846912791685e-05,7.84691279168569e-05,0.0469934070659044,0.12297108739829,0.0873200095346721,0.133826942562034,0.598879819685504,7.84691279168538e-05,17,8
"spot_91",0.000104141141143934,0.000104141141143929,0.00010414114114393,0.000104141141143934,0.000104141141143933,0.0435944928007211,0.0713734847474991,0.0862463181175915,0.128909213071679,0.669251644415646,0.000104141141143932,17,9
"spot_92",0.000156356789278569,0.000156356789278549,0.000156356789278538,0.000156356789278588,0.000156356789278552,0.0356292784738607,0.103079807613329,0.0321522689431653,0.0695125677356,0.73002826120772,0.0288160320799323,17,10
"spot_93",0.000111950176089383,0.000111950176089375,0.000111950176089384,0.000111950176089361,0.00011195017608937,0.0199237836431923,0.0880860955645793,0.0492946801830594,0.0829138038930784,0.759109935659554,0.000111950176089381,17,11
"spot_94",0.0170282730602023,0.000149036158829878,0.00014903615882989,0.000149036158829876,0.000149036158829881,0.0660889157600815,0.110255766761677,0.0825778808508228,0.0952893872406993,0.616556383495137,0.0116072481960601,17,12
"spot_95",0.0110454437619539,0.000150968862101503,0.000150968862101495,0.000150968862101503,0.0159331661520397,0.0938648118846067,0.0864454943320799,0.0367589595460816,0.085294801923525,0.670053446951307,0.000150968862101502,17,13
"spot_96",0.0118745412878117,0.000151441880718557,0.0351281029461914,0.000151441880718549,0.000151441880718551,0.0214167852713986,0.0803302488313124,0.0931377455589693,0.0880248152526716,0.669481993328771,0.000151441880718551,17,14
"spot_97",0.0612101420875665,0.00011538881367966,0.000115388813679699,0.000115388813679692,0.000115388813679673,0.200662448173093,0.0749523496502415,0.0457875937777856,0.0854171485077088,0.531393373735206,0.00011538881367967,17,15
"spot_98",0.117844946094584,0.0996453990567261,0.000174265692064908,0.000174265692064916,0.000174265692064911,0.0524521107435017,0.248645421617744,0.101190309238827,0.131956243428425,0.222027988687923,0.0257147840560744,17,16
"spot_99",0.0392090153133568,0.0271557478003033,3.73551757933048e-05,3.73551757932956e-05,3.73551757932995e-05,3.73551757932827e-05,0.514266912813396,0.118926588936554,0.163401749676911,0.0953822489785309,0.0415083157777743,17,17
"spot_100",0.0540025954222098,0.084297465917386,9.92699378865788e-05,0.026481492667608,9.92699378865766e-05,0.000103065040601074,0.242274649097478,0.137057993172268,0.144995984117838,0.310488944750951,9.92699378865766e-05,17,18
"spot_101",0.131131464089567,0.000109379205419438,0.00010937920541943,0.000109379205419392,0.000109379205419429,0.134313859059259,0.237580157114671,0.209910293713914,0.084023890695887,0.202493439299604,0.000109379205419441,17,19
"spot_102",0.10616975001322,0.0336579206218279,5.04224508843671e-05,5.04224508843598e-05,5.04224508843603e-05,0.000108850579720481,0.35502822324628,0.176121350182293,0.224610577507277,0.0435496590173549,0.0606024014793741,17,20
"spot_103",0.156897345133671,0.000151437988591488,0.000151437988591492,0.000151437988591504,0.000151437988591486,0.119312666179732,0.26168596818394,0.123439636445193,0.135221766400888,0.194564857406245,0.00827200829596525,17,21
"spot_104",0.0534202704288215,0.0926678602505408,4.6839032982501e-05,4.68390329822834e-05,4.68390329822805e-05,4.68390329822518e-05,0.0825217627845375,0.05069872933489,0.148765610456993,0.571691571579305,4.68390329823896e-05,18,4
"spot_105",7.12617140492355e-05,7.12617140492391e-05,7.12617140492566e-05,7.12617140492047e-05,7.12617140492286e-05,0.02842288574012,0.258435502950429,0.0306002039083121,0.20954633411657,0.415451161165505,0.0571876035488181,18,5
"spot_106",8.63854990149625e-05,8.63854990149952e-05,8.63854990149578e-05,8.63854990149986e-05,8.63854990149877e-05,0.0553133009709015,0.0718320310402846,0.0386554937164725,0.144382475884548,0.689298385393703,8.63854990149913e-05,18,6
"spot_107",0.0120780872631591,0.000105240879758904,0.000105240879758947,0.000105240879758885,0.000105240879758908,0.000105240879758903,0.100768820631653,0.0387170141288922,0.0271682251311597,0.820636407566583,0.000105240879758904,18,7
"spot_108",0.000154468536227192,0.000154468536227198,0.00015446853622719,0.000154468536227184,0.00015446853622719,0.0742819822578565,0.08811716160666,0.065094144749821,0.0534341203535891,0.71814577981471,0.000154468536227192,18,8
"spot_109",0.000102198766875845,0.000102198766875815,0.000102198766875846,0.000102198766875845,0.000102198766875831,0.0753898214531064,0.0588521264132586,0.0487549777456944,0.0895384716107297,0.726851410175956,0.000102198766875847,18,9
"spot_110",0.000156063997558679,0.000156063997558682,0.000156063997558681,0.000156063997558679,0.000156063997558679,0.0554905359724722,0.0534768736208171,0.0602840094030177,0.0669081195560278,0.761681826720244,0.00137831473962789,18,10
"spot_111",0.0130820323568647,9.41596101548841e-05,9.41596101548798e-05,9.41596101548855e-05,9.41596101548809e-05,0.062033204210789,0.013760581915222,0.0756126746514058,0.0630345371792448,0.772006171635699,9.41596101548808e-05,18,11
"spot_112",8.46850063360605e-05,8.46850063360669e-05,8.46850063360609e-05,8.46850063360592e-05,8.46850063360454e-05,0.0897198142918479,0.204571981674474,0.032354080240542,0.101647878645025,0.571198135110095,8.46850063360575e-05,18,12
"spot_113",0.000102346571393786,0.000102346571393802,0.000102346571393791,0.000102346571393818,0.000102346571393785,0.0794443618618403,0.152089544650377,0.0595681259227888,0.0649065494756404,0.643377338660991,0.000102346571393786,18,13
"spot_114",0.000156261574961152,0.000156261574961156,0.000156261574961156,0.000156261574961154,0.000156261574961151,0.0355829417002251,0.0874024244012574,0.0603829449774828,0.0586342209629135,0.713920558701895,0.04329560138142,18,14
"spot_115",0.0702479862337218,7.36062710699096e-05,7.36062710699067e-05,7.36062710698662e-05,7.36062710699076e-05,0.12129015029205,0.133694392993468,0.0001411586680386,0.153729545657981,0.520528734799392,7.36062710699009e-05,18,15
"spot_116",0.115953200706949,0.205977494920859,0.000162926693147731,0.000162926693147738,0.000162926693147743,0.000162926693147726,0.220359192157737,0.0291623036740515,0.193229705499548,0.234503469575117,0.000162926693147729,18,16
"spot_117",0.0536554310677765,7.60965624861106e-05,7.60965624861067e-05,0.0232770580024382,7.60965624861117e-05,7.60965624861067e-05,0.426872334977909,0.0875734422576389,0.138559918128194,0.235544895576005,0.0342125337400937,18,17
"spot_118",0.00220769573290962,0.151790328380682,9.9606648590464e-05,9.96066485904438e-05,9.96066485904475e-05,0.000130546655981561,0.253980118827396,0.179176781653774,0.159452395248787,0.252863706906108,9.96066485904541e-05,18,18
"spot_119",0.0469780540537919,0.000134026468500509,0.0643770847568726,0.000134026468500515,0.000134026468500502,0.154398387721532,0.190858605162488,0.135061654261808,0.118982157961355,0.26190533139329,0.027036645283362,18,19
"spot_120",0.145437058283119,0.0740061418979186,0.00011487400694131,0.000114874006941333,0.000114874006941311,0.00016006230697962,0.281378825533278,0.200009315448729,0.180625156265345,0.117923944236865,0.000114874006941313,18,20
"spot_121",0.156651457129465,0.108923611310873,7.20957997370768e-05,7.20957997370668e-05,7.2095799737057e-05,0.00173233448285942,0.261706261368285,0.237846877871209,0.202573414182257,0.0302776604561031,7.20957997370631e-05,18,21
"spot_122",0.0987495013741026,0.0869706398388736,0.054621209754906,0.0587656295513276,6.79429882243537e-05,8.451615295953e-05,0.342646067133266,0.126300471973648,0.202402154615231,0.0293239236292373,6.79429882243597e-05,18,22
"spot_123",0.0780959617047563,0.0781442699782664,8.10816558773781e-05,0.0440084254518417,8.10816558773749e-05,8.10816558773788e-05,0.38445502441384,0.143428556298861,0.225225916147569,0.0128890361845187,0.0335095648527145,18,23
"spot_124",0.122940413673309,0.000147541087475532,0.17435813624222,0.000147541087475588,0.000147541087475602,0.000147541087475598,0.217194466929217,0.116216277193073,0.178572414529465,0.189980585995339,0.000147541087475594,18,24
"spot_125",0.000119931066341401,0.000119931066341409,0.000119931066341408,0.000119931066341401,0.000119931066341404,0.000119931066341398,0.172297978757982,0.000126909803114202,0.331811491263656,0.329882301042345,0.165161732734854,19,4
"spot_126",0.0355785470577241,0.000133729745441419,0.161958479783491,0.00013372974544112,0.000133729745441294,0.000133729745441338,0.000133729745441345,0.109754010819985,0.136619356021703,0.555287227844449,0.000133729745441335,19,5
"spot_127",7.1308421676045e-05,7.13084216769347e-05,7.13084216769821e-05,7.13084216769369e-05,7.13084216769432e-05,7.13084216769329e-05,0.128743060523851,0.0665144707991629,0.0247073519951419,0.760003670548164,0.0196035956036193,19,6
