"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPHKAP",2.35082846295883e-195,0.57031981950262,0.411,0.025,3.60217445379182e-191,"3","SPHKAP"
"LAPTM4B",3.3673459956111e-195,1.45320661109209,0.977,0.59,5.15978426907489e-191,"3","LAPTM4B"
"MLF1",1.75990853144585e-189,1.24301669977002,0.912,0.319,2.69670784273447e-185,"3","MLF1"
"CTNNA3",5.51632107306623e-188,0.526618295893387,0.426,0.032,8.45265878025939e-184,"3","CTNNA3"
"AC013461.1",5.80780384851555e-188,1.28007782924151,0.91,0.341,8.89929783708038e-184,"3","AC013461.1"
"RBM38",1.48889887956908e-187,0.637242258849226,0.656,0.102,2.2814397531637e-183,"3","RBM38"
"RP11-432J24.5",2.31680067575626e-187,0.521747292504754,0.417,0.03,3.55003367546131e-183,"3","RP11-432J24.5"
"HRH2",3.09686643564014e-186,0.727641927302088,0.558,0.071,4.74532843933138e-182,"3","HRH2"
"EMC10",1.53694889746907e-185,1.98487291944257,0.987,0.646,2.35506679559186e-181,"3","EMC10"
"TGM21",1.12920598633e-184,1.33435344602424,0.908,0.306,1.73028233285346e-180,"3","TGM2"
"LRRC49",8.14602555298673e-183,0.896546736372875,0.646,0.112,1.24821549548416e-178,"3","LRRC49"
"SEPW1",2.36478887928563e-182,1.24253060571182,0.998,0.824,3.62356599972937e-178,"3","SEPW1"
"ALDOA",9.04574431652799e-182,1.39015468332548,0.998,0.92,1.38607940162158e-177,"3","ALDOA"
"COX4I1",2.76596185746311e-181,1.01069723390937,1,0.966,4.23828335419072e-177,"3","COX4I1"
"ATP5B",3.24354062121512e-181,1.1640005560088,1,0.937,4.97007729388793e-177,"3","ATP5B"
"AGL",3.3133457959228e-181,0.701703618437279,0.577,0.086,5.0770397630925e-177,"3","AGL"
"MGST3",7.70271699798778e-181,1.20838080576228,1,0.928,1.18028732560167e-176,"3","MGST3"
"MLIP",1.0998593502728e-180,0.60930435048484,0.476,0.048,1.685314482423e-176,"3","MLIP"
"NPNT",9.04490499288812e-180,0.503737885479565,0.417,0.033,1.38595079206025e-175,"3","NPNT"
"FHL2",1.48000931260305e-179,1.72151100756317,0.943,0.437,2.26781826970166e-175,"3","FHL2"
"FRMD3",2.31483840545929e-179,0.823964511701217,0.683,0.136,3.54702688868527e-175,"3","FRMD3"
"PYGB",1.23007019552149e-178,0.85738312083492,0.688,0.146,1.88483656059758e-174,"3","PYGB"
"NDUFA1",1.17167752351501e-177,1.16062668794868,0.992,0.893,1.79536146928206e-173,"3","NDUFA1"
"NNT",1.5225732686523e-177,0.882130698934389,0.717,0.17,2.33303901955591e-173,"3","NNT"
"MT3",4.08065151185837e-177,0.822361739692542,0.444,0.041,6.25278231162058e-173,"3","MT3"
"GOT1",2.03555465453108e-176,1.12066386276854,0.851,0.294,3.11908039713797e-172,"3","GOT1"
"CACNA1C",4.74143456016273e-175,0.695977525633735,0.545,0.076,7.26530017653735e-171,"3","CACNA1C"
"MMP15",7.85206730186532e-173,0.868235888941524,0.69,0.147,1.20317227266482e-168,"3","MMP15"
"GAPDH",2.3732613937313e-172,1.02437058609827,1,0.994,3.63654843361447e-168,"3","GAPDH"
"XPO4",1.08073622113991e-171,0.832362017646531,0.591,0.103,1.65601211165269e-167,"3","XPO4"
"RHOQ",1.57627379658725e-171,1.00530291925767,0.771,0.212,2.41532433851064e-167,"3","RHOQ"
"DPF3",9.51405746149211e-171,0.505510045154694,0.449,0.044,1.45783902482444e-166,"3","DPF3"
"TMEM65",1.08372080275623e-169,0.752518708279985,0.625,0.119,1.66058538606337e-165,"3","TMEM65"
"HSPB2",3.99597492925795e-169,1.07604199535906,0.906,0.312,6.12303238410196e-165,"3","HSPB2"
"COX6B1",6.73704951212701e-169,0.983428991694967,1,0.972,1.03231809674322e-164,"3","COX6B1"
"LRRC39",1.16187077351112e-168,0.545048476861438,0.442,0.043,1.7803345862511e-164,"3","LRRC39"
"PROX1",3.26295185621209e-168,0.651730310464736,0.566,0.085,4.99982112927379e-164,"3","PROX1"
"ATP5A1",2.52091587309004e-167,1.01526529154396,0.996,0.914,3.86279939233588e-163,"3","ATP5A1"
"CISD1",4.1768945130534e-167,1.14803842798981,0.925,0.417,6.40025546235172e-163,"3","CISD1"
"SLC25A3",1.47698607632804e-165,0.859159007629163,0.998,0.95,2.26318576475746e-161,"3","SLC25A3"
"PTGES3L",3.15821147714093e-165,0.540352238383257,0.478,0.054,4.83932744642305e-161,"3","PTGES3L"
"CYCS",2.12933843334212e-164,1.25990259408604,0.985,0.753,3.26278528141013e-160,"3","CYCS"
"CAP2",1.26369270814913e-163,0.97715500504913,0.862,0.281,1.93635633669691e-159,"3","CAP2"
"RBPMS2",9.31615263024568e-162,0.858997932082641,0.753,0.2,1.42751406753255e-157,"3","RBPMS2"
"HOPX",1.01377418866107e-161,0.903524292757881,0.476,0.059,1.55340618928535e-157,"3","HOPX"
"ADAMTS6",5.49926684432248e-161,0.925727566499635,0.633,0.127,8.42652658555533e-157,"3","ADAMTS6"
"GCNT2",8.48322761393311e-161,0.506043640430521,0.405,0.039,1.29988496728297e-156,"3","GCNT2"
"ECI1",3.69514974569727e-159,1.00352496349408,0.83,0.295,5.66207795533193e-155,"3","ECI1"
"GPRIN3",9.03550180651658e-159,0.618992058730574,0.528,0.078,1.38450994181254e-154,"3","GPRIN3"
"CRIP1",1.24666098509164e-158,0.852934559083116,0.7,0.158,1.91025862745592e-154,"3","CRIP1"
"CYFIP2",3.19017570192171e-156,0.514303837041758,0.438,0.049,4.88830622805464e-152,"3","CYFIP2"
"USMG5",6.01731493487718e-154,1.04475996313352,0.994,0.915,9.2203316747123e-150,"3","USMG5"
"UQCRB",1.5068556979667e-152,0.90189279588688,1,0.986,2.30895498599437e-148,"3","UQCRB"
"CS",2.97706488874332e-151,0.869454067717974,0.759,0.23,4.56175652902139e-147,"3","CS"
"EMILIN2",1.15939317446952e-150,0.718041740459681,0.574,0.105,1.77653816123964e-146,"3","EMILIN2"
"RAB3IP",1.320035745045e-150,0.632594620226156,0.608,0.115,2.02269077213246e-146,"3","RAB3IP"
"PCBD1",1.70115688938369e-150,1.01874632092099,0.912,0.416,2.60668270160263e-146,"3","PCBD1"
"VDAC2",4.65530948560782e-150,1.00116218789975,0.99,0.832,7.13333072479687e-146,"3","VDAC2"
"NPPA",7.31327034474603e-150,2.37147161078851,0.906,0.499,1.12061241492543e-145,"3","NPPA"
"NDUFB9",8.05129891838869e-150,0.99875676717721,0.996,0.848,1.2337005332647e-145,"3","NDUFB9"
"KTN1",1.52858702788704e-149,1.08696061295559,0.994,0.799,2.34225390283132e-145,"3","KTN1"
"NDUFS5",2.41425048222711e-149,0.854408791543055,0.996,0.936,3.6993560139166e-145,"3","NDUFS5"
"UQCRQ",9.28196744940033e-149,0.95126972417376,0.996,0.935,1.42227587227161e-144,"3","UQCRQ"
"CCDC69",1.43467804224696e-148,0.5362624384919,0.478,0.066,2.19835716413501e-144,"3","CCDC69"
"UQCR10",8.64058286387772e-147,0.973565680508727,0.996,0.93,1.32399651223198e-142,"3","UQCR10"
"ATP5I",5.09169121974607e-146,0.976650315337935,0.996,0.915,7.80199845601691e-142,"3","ATP5I"
"GPI",3.33300235145725e-145,1.03280897470007,0.868,0.377,5.10715950313794e-141,"3","GPI"
"ATP5O",5.27781555794767e-145,0.924556490197694,0.998,0.936,8.08719677944321e-141,"3","ATP5O"
"NMRK2",6.53815514779992e-145,0.567882812810036,0.4,0.041,1.00184151329738e-140,"3","NMRK2"
"ROR1",1.51023743072857e-144,0.645687559969201,0.501,0.079,2.31413681510539e-140,"3","ROR1"
"COX7A1",4.47826865520984e-144,1.29253526958523,0.939,0.521,6.86205106037804e-140,"3","COX7A1"
"LIMS2",8.18010522776141e-144,0.761989947711758,0.675,0.17,1.25343752404988e-139,"3","LIMS2"
"SIPA1L2",1.3434518760399e-143,0.809029214522022,0.69,0.18,2.05857130965594e-139,"3","SIPA1L2"
"PALLD",2.14900981445166e-143,1.07476364452883,0.904,0.42,3.29292773868428e-139,"3","PALLD"
"CAMK2D",4.02885295653967e-142,1.00190841303245,0.843,0.329,6.17341138530574e-138,"3","CAMK2D"
"PPIF",8.7170254073997e-142,0.838398076421991,0.734,0.224,1.33570980317586e-137,"3","PPIF"
"CXADR",2.85062795313823e-141,0.587221597162638,0.556,0.094,4.36801721259371e-137,"3","CXADR"
"IDH2",4.89799198086991e-140,1.04858534009357,0.985,0.762,7.50519311228696e-136,"3","IDH2"
"FAM162A",5.76052720405189e-140,1.3698323867956,0.904,0.411,8.82685583476871e-136,"3","FAM162A"
"ATP1B11",8.79106192332522e-140,1.34540696543031,0.943,0.435,1.34705441851112e-135,"3","ATP1B1"
"LGALS3",4.03118955672351e-139,1.25317618744155,0.822,0.288,6.17699175776744e-135,"3","LGALS3"
"NREP1",1.74463122923305e-138,1.15013348736431,0.99,0.796,2.6732984325538e-134,"3","NREP"
"CRIP2",4.01346954287569e-137,1.13649350724276,0.99,0.624,6.14983938054842e-133,"3","CRIP2"
"COL18A1",2.25179676344859e-136,1.00027643635024,0.935,0.437,3.45042818063227e-132,"3","COL18A1"
"COMTD1",3.34096351505865e-135,0.626445058315309,0.549,0.107,5.11935839412437e-131,"3","COMTD1"
"COX7A2",4.09656354526209e-134,0.849715755773424,1,0.97,6.2771643204051e-130,"3","COX7A2"
"LGR4",1.76375579467952e-133,0.709122389713704,0.606,0.14,2.70260300418743e-129,"3","LGR4"
"ETV1",2.86563065201504e-133,0.855291309577421,0.753,0.224,4.39100584808265e-129,"3","ETV1"
"CDH2",8.36877106685825e-133,0.943810909584239,0.918,0.385,1.28234679057469e-128,"3","CDH2"
"PPP1R16A",1.17017713062751e-132,0.802884914631693,0.719,0.21,1.79306241726053e-128,"3","PPP1R16A"
"UQCRC1",2.1257849570049e-132,1.02569113033545,0.95,0.635,3.25734028961861e-128,"3","UQCRC1"
"ATP5H",2.19960427681897e-131,0.885587431673428,0.998,0.854,3.37045363336971e-127,"3","ATP5H"
"MINOS1",6.36577670234433e-131,0.984229648285371,0.983,0.807,9.75427964100222e-127,"3","MINOS1"
"CKB",7.00692682330906e-131,0.988041236771179,0.849,0.312,1.07367139713565e-126,"3","CKB"
"UGP2",7.53901195501976e-131,1.00660379435899,0.945,0.526,1.15520280186768e-126,"3","UGP2"
"TSTD1",1.96696996088947e-130,0.901809383105122,0.906,0.389,3.01398807107094e-126,"3","TSTD1"
"PLP2",3.70738680679018e-130,0.743047919793261,0.717,0.202,5.68082880404459e-126,"3","PLP2"
"MRPL41",1.25910677648793e-129,1.09929039013408,0.962,0.701,1.92932931361246e-125,"3","MRPL41"
"SYNGR2",7.2894350769041e-129,0.66642598247292,0.681,0.181,1.11696013683402e-124,"3","SYNGR2"
"QKI",3.8085398801128e-127,0.953318685978015,0.904,0.476,5.83582565829684e-123,"3","QKI"
"TMEM71",4.49817587621859e-127,0.508375968351444,0.405,0.054,6.89255489512975e-123,"3","TMEM71"
"NDUFB1",6.44077757709362e-127,0.930882892124389,0.985,0.827,9.86920348138056e-123,"3","NDUFB1"
"DES",1.01512630431105e-126,1.43446731526083,0.897,0.428,1.55547803609582e-122,"3","DES"
"SLC25A5",1.17655768068057e-126,0.921865630751206,0.987,0.861,1.80283933410684e-122,"3","SLC25A5"
"MXRA7",2.84402980693601e-125,0.725290141074471,0.652,0.182,4.35790687316804e-121,"3","MXRA7"
"HINT1",1.94615049500032e-124,0.911528526754412,0.996,0.892,2.98208640348899e-120,"3","HINT1"
"SMYD2",1.13250532065352e-123,0.833459304330122,0.759,0.282,1.73533790283739e-119,"3","SMYD2"
"SDHA",1.47651605981562e-123,0.920562319201063,0.862,0.399,2.26246555845548e-119,"3","SDHA"
"GPC1",2.08942110547571e-123,0.579427655571166,0.53,0.107,3.20161995992043e-119,"3","GPC1"
"ATP13A3",1.56938082245196e-122,0.613773983478104,0.581,0.136,2.40476223424313e-118,"3","ATP13A3"
"LDHB",1.87021879087086e-122,0.769366920979128,1,0.931,2.86573625325142e-118,"3","LDHB"
"FIGN",4.00489608577381e-122,0.576018770994815,0.493,0.093,6.13670227223121e-118,"3","FIGN"
"DENND5B",7.77737953782564e-122,0.654270527492887,0.585,0.144,1.19172786658102e-117,"3","DENND5B"
"AFG3L2",5.8330661794853e-121,0.755778147304764,0.744,0.26,8.93800730682533e-117,"3","AFG3L2"
"PKM",1.74720436597132e-120,1.00395719675267,0.994,0.858,2.67724124997785e-116,"3","PKM"
"CPVL",4.97332804198618e-120,0.533553032686815,0.512,0.1,7.62063055873543e-116,"3","CPVL"
"CADM1",7.16420272412315e-120,0.73281875636267,0.658,0.175,1.09777078341739e-115,"3","CADM1"
"PDHA1",9.48403066595779e-120,0.924049553328254,0.887,0.476,1.45323801894471e-115,"3","PDHA1"
"SLCO3A1",2.20211084025944e-119,0.530310482411484,0.444,0.075,3.37429444052954e-115,"3","SLCO3A1"
"ATP1A1",6.69800413272217e-119,1.1828905040723,0.906,0.498,1.02633517325702e-114,"3","ATP1A1"
"SLC20A2",7.3164976619262e-119,0.584767136490831,0.539,0.119,1.12110693673695e-114,"3","SLC20A2"
"UQCRFS1",1.21210547077839e-118,0.889470618510488,0.966,0.767,1.85730921287373e-114,"3","UQCRFS1"
"ATP5D",1.5752066155976e-118,0.796227210251863,0.994,0.911,2.41368909708021e-114,"3","ATP5D"
"ACO2",2.57082303550062e-118,0.872736057368348,0.862,0.425,3.9392721372976e-114,"3","ACO2"
"CYC1",4.69440598366601e-117,0.97962133725576,0.964,0.714,7.19323828877143e-113,"3","CYC1"
"ALDOC",4.79207514537196e-117,0.79460483443905,0.566,0.134,7.34289674525345e-113,"3","ALDOC"
"MT-ND4L",3.44414004474823e-115,0.969104795275165,0.941,0.589,5.27745579056772e-111,"3","MT-ND4L"
"SLMAP",6.32858994200491e-115,0.867334707170357,0.648,0.2,9.69729836813413e-111,"3","SLMAP"
"SVIL",1.36547020643813e-114,0.92148832752896,0.914,0.461,2.09230999732514e-110,"3","SVIL"
"ADCY6",1.55510644777409e-114,0.534410800632348,0.503,0.105,2.38288960992423e-110,"3","ADCY6"
"MT-ND5",1.71521792369396e-114,0.908068679713813,0.998,0.941,2.62822842447625e-110,"3","MT-ND5"
"BCAM",2.79031187387408e-114,0.766572434786079,0.843,0.314,4.27559488433725e-110,"3","BCAM"
"MPC1",8.88827391909165e-113,0.898242290528493,0.889,0.497,1.36195021262241e-108,"3","MPC1"
"BNIP3",2.11661190597115e-112,1.31396094766498,0.893,0.469,3.2432844235196e-108,"3","BNIP3"
"RASGRP2",1.21136182956505e-110,0.534334229042208,0.47,0.093,1.85616973144253e-106,"3","RASGRP2"
"ASPH",3.86213888098671e-110,0.76769381430857,0.746,0.284,5.91795540733593e-106,"3","ASPH"
"TPI1",4.10533903961253e-110,0.901070638555296,0.998,0.945,6.29061101039829e-106,"3","TPI1"
"NDUFAB1",8.47901268409596e-109,0.864932542744511,0.977,0.798,1.29923911358402e-104,"3","NDUFAB1"
"HRC",1.68836499473055e-108,0.654803994334309,0.642,0.177,2.58708168142562e-104,"3","HRC"
"ERBB2",3.39327454558465e-106,0.647484451512579,0.637,0.187,5.19951458619936e-102,"3","ERBB2"
"MASP1",5.32184266358077e-105,1.03847865166409,0.577,0.167,8.15465951340482e-101,"3","MASP1"
"COX17",2.22677983707067e-104,0.880490809730781,0.908,0.521,3.41209474434339e-100,"3","COX17"
"SOD2",8.08664233895222e-103,0.645394266432394,0.66,0.219,1.23911620559765e-98,"3","SOD2"
"NDUFV3",8.97301312690378e-103,0.8089737143316,0.908,0.542,1.37493480143547e-98,"3","NDUFV3"
"SCHIP1.1",1.72976501611239e-102,0.645820870410918,0.713,0.236,2.65051893418901e-98,"3","SCHIP1.1"
"HSPE1",1.93373831340247e-102,0.823833089887228,0.99,0.85,2.96306721762661e-98,"3","HSPE1"
"NCAM1",1.75395357821453e-101,0.676188932530218,0.776,0.276,2.68758306789812e-97,"3","NCAM1"
"ATP5L",2.78324059629541e-101,0.58461641524387,1,0.982,4.26475956570346e-97,"3","ATP5L"
"VEGFB",2.97774204477428e-101,0.558213727234871,0.593,0.169,4.56279413520762e-97,"3","VEGFB"
"MFN2",4.67557843479639e-101,0.514501490763711,0.482,0.11,7.16438883563851e-97,"3","MFN2"
"SRF",1.57394493656954e-100,0.518721701782085,0.491,0.114,2.4117558263055e-96,"3","SRF"
"GNAS",3.66812896973553e-100,0.701309266892954,0.996,0.88,5.62067402032576e-96,"3","GNAS"
"GAS6",1.26051929300771e-99,0.518647498585892,0.608,0.163,1.93149371267571e-95,"3","GAS6"
"C14orf2",1.39275655100599e-99,0.638325676772534,0.994,0.955,2.13412086310648e-95,"3","C14orf2"
"ATP5C1",2.88935638030803e-99,0.749176244647848,0.99,0.878,4.427360781546e-95,"3","ATP5C1"
"NDUFA8",5.97922263088953e-99,0.843011562518673,0.933,0.659,9.16196283731203e-95,"3","NDUFA8"
"CFL2",7.20693676962178e-99,0.75444739039886,0.836,0.402,1.10431892120914e-94,"3","CFL2"
"FBN2",5.95848928388703e-98,0.892043684831716,0.853,0.431,9.13019312970009e-94,"3","FBN2"
"HEPH",2.84816953072348e-97,0.543974139037654,0.509,0.13,4.36425017192759e-93,"3","HEPH"
"IDH3A",2.99895784613509e-97,0.553580479306226,0.547,0.148,4.5953031076328e-93,"3","IDH3A"
"EZR",3.46269872164357e-97,0.713986401760234,0.807,0.33,5.30589325117444e-93,"3","EZR"
"VEGFA",1.45894374100858e-96,0.504662782038097,0.486,0.113,2.23553949434744e-92,"3","VEGFA"
"PPP2R3A",1.55286561448512e-96,0.533717010376889,0.543,0.146,2.37945598107554e-92,"3","PPP2R3A"
"PTPRK",5.56952598022514e-95,0.509044968081298,0.488,0.119,8.53418465949898e-91,"3","PTPRK"
"PGM1",8.57090340821444e-94,0.687143983210128,0.771,0.322,1.3133195292407e-89,"3","PGM1"
"HIGD2A",1.71206183922619e-93,0.784651061179118,0.985,0.818,2.6233923562463e-89,"3","HIGD2A"
"PNKD",1.8736623712923e-93,0.762924726464449,0.908,0.572,2.8710128515312e-89,"3","PNKD"
"OGDH",2.57296157263865e-93,0.518899213541864,0.524,0.146,3.9425490177542e-89,"3","OGDH"
"GAMT",3.93477444610879e-93,0.697476427073801,0.738,0.3,6.0292548837725e-89,"3","GAMT"
"DENND5A",4.80916433001831e-93,0.570230368279901,0.612,0.198,7.36908250288706e-89,"3","DENND5A"
"NDUFB3",1.52374287844032e-92,0.748658737432777,0.958,0.727,2.33483121263411e-88,"3","NDUFB3"
"MRPL12",1.55222070362065e-92,0.771381878486802,0.889,0.561,2.37846778415793e-88,"3","MRPL12"
"SAMD4A",3.51936323775144e-92,0.534436624857218,0.52,0.138,5.39272028920653e-88,"3","SAMD4A"
"UQCR11",8.70764597431031e-92,0.599976576778727,0.998,0.948,1.33427259264357e-87,"3","UQCR11"
"SRP14",2.71285598731044e-90,0.637805960242022,1,0.985,4.15690922935579e-86,"3","SRP14"
"PWAR6",1.82195463358627e-89,0.52657504873128,0.543,0.158,2.79178108504425e-85,"3","PWAR6"
"HIPK3",1.61999999552178e-88,0.509218393146353,0.535,0.15,2.48232599313802e-84,"3","HIPK3"
"ETFB",1.64696881042512e-88,0.794810897689324,0.929,0.65,2.52365030821442e-84,"3","ETFB"
"SPEG",3.90657035950126e-87,0.534354411115744,0.486,0.123,5.98603776186378e-83,"3","SPEG"
"GYG1",1.39221311308484e-86,0.792067635146987,0.792,0.406,2.13328815317989e-82,"3","GYG1"
"NPPB",2.36352794388086e-86,1.83286476729339,0.346,0.064,3.62163386840864e-82,"3","NPPB"
"RNF115",4.99085221856914e-86,0.736554330066064,0.822,0.421,7.6474828545135e-82,"3","RNF115"
"PTP4A3",1.07417058244408e-85,0.647426968798758,0.696,0.27,1.64595158347906e-81,"3","PTP4A3"
"KIF13A",1.0390210942513e-84,0.515895088228121,0.495,0.136,1.59209202272126e-80,"3","KIF13A"
"MRAS",1.33969054739319e-84,0.584778255769884,0.623,0.214,2.05280782577059e-80,"3","MRAS"
"ATP5F1",4.13140237961045e-84,0.712863252640642,0.962,0.82,6.33054786627709e-80,"3","ATP5F1"
"BZW2",7.80331327308325e-84,0.747620047763661,0.916,0.566,1.19570169283455e-79,"3","BZW2"
"SUN1",1.10085990658513e-83,0.555533198804968,0.614,0.213,1.6868476348604e-79,"3","SUN1"
"ATP5J2",1.31988364733408e-83,0.575554516012285,1,0.931,2.02245771281001e-79,"3","ATP5J2"
"DLD",2.90741610972832e-82,0.639599087061743,0.753,0.36,4.45503370493671e-78,"3","DLD"
"PCDH71",2.91374296344082e-82,0.572492886671727,0.656,0.225,4.46472834288036e-78,"3","PCDH7"
"HSF1",2.07010974180588e-80,0.689285737643851,0.818,0.453,3.17202915736915e-76,"3","HSF1"
"NDUFB10",2.35074891600806e-80,0.641707767996616,0.983,0.862,3.60205256399915e-76,"3","NDUFB10"
"NDUFC1",3.08654480104814e-80,0.665500581995858,0.948,0.734,4.72951259864606e-76,"3","NDUFC1"
"GOT2",4.22170786946824e-80,0.598366549287041,0.648,0.26,6.46892296838618e-76,"3","GOT2"
"CNN1",5.03217170160997e-80,1.03806477078253,0.675,0.277,7.71079669837696e-76,"3","CNN1"
"NDUFB7",6.84460253888096e-80,0.595663582096202,0.992,0.899,1.04879844703273e-75,"3","NDUFB7"
"NDUFB5",2.11990908108119e-79,0.691365624187224,0.958,0.756,3.24833668494071e-75,"3","NDUFB5"
"BAG3",2.21846489848244e-79,0.519225766690441,0.52,0.163,3.39935376394464e-75,"3","BAG3"
"MPC2",1.56023933821978e-77,0.570183599346586,0.916,0.62,2.39075473795417e-73,"3","MPC2"
"STARD7",1.63657993971485e-77,0.604749345871062,0.713,0.322,2.50773144162506e-73,"3","STARD7"
"NPC2",2.52533801493935e-76,0.606977298130761,0.973,0.722,3.86957544029156e-72,"3","NPC2"
"HMGA1",4.18842922643458e-76,0.66301103746524,0.818,0.422,6.41793010366571e-72,"3","HMGA1"
"IARS2",7.67888570977769e-76,0.581376168808955,0.629,0.249,1.17663565730924e-71,"3","IARS2"
"NES",2.79571459202862e-75,0.785297923217923,0.851,0.466,4.28387346936546e-71,"3","NES"
"GBAS",2.94039510372683e-75,0.665489301451026,0.822,0.482,4.50556741744063e-71,"3","GBAS"
"PPM1K",4.3331531267415e-75,0.685303400912707,0.646,0.259,6.639690536106e-71,"3","PPM1K"
"MEF2A",3.16056664555596e-74,0.633723770281896,0.725,0.334,4.84293627098539e-70,"3","MEF2A"
"NDUFB2",3.25572636782507e-74,0.572786694509716,0.985,0.913,4.98874951341836e-70,"3","NDUFB2"
"MRPS36",6.71022683715526e-74,0.652536240650541,0.899,0.583,1.0282080582573e-69,"3","MRPS36"
"NDUFA12",8.71249149926708e-74,0.682342562318492,0.971,0.752,1.3350150724327e-69,"3","NDUFA12"
"MDH2",1.84835864900019e-73,0.664339726805089,0.964,0.812,2.83223995786299e-69,"3","MDH2"
"NDUFV1",1.96127851157932e-73,0.651681975034253,0.91,0.62,3.005267063293e-69,"3","NDUFV1"
"ANXA3",4.60483418866537e-73,0.600770398019102,0.759,0.332,7.05598742729194e-69,"3","ANXA3"
"NDUFS7",6.35938911612286e-73,0.66027466107128,0.941,0.726,9.74449194263506e-69,"3","NDUFS7"
"DDT",6.45023807619203e-73,0.66178594109617,0.939,0.648,9.88369980414904e-69,"3","DDT"
"C19orf70",1.70853445307982e-71,0.631345031331314,0.939,0.682,2.6179873424542e-67,"3","C19orf70"
"MTUS11",8.35980553992344e-71,0.56762251077621,0.759,0.3,1.28097300288247e-66,"3","MTUS1"
"SYMPK",9.74509861888824e-70,0.653390138579914,0.727,0.369,1.49324146137225e-65,"3","SYMPK"
"NDUFA6",1.86511290575687e-69,0.624506609860111,0.96,0.792,2.85791250549126e-65,"3","NDUFA6"
"PRICKLE1",2.10772501981718e-69,0.508840309349757,0.606,0.227,3.22966704786587e-65,"3","PRICKLE1"
"ZNF330",2.68960256743804e-69,0.833060387689074,0.648,0.284,4.1212780140853e-65,"3","ZNF330"
"TSPAN9",3.33635338817737e-69,0.510339911087154,0.595,0.222,5.11229429670419e-65,"3","TSPAN9"
"COX14",9.88048369818638e-69,0.625750202724442,0.872,0.537,1.5139865170731e-64,"3","COX14"
"UQCRC2",1.89565371494383e-67,0.619937304051929,0.95,0.759,2.90471018740843e-63,"3","UQCRC2"
"EMP2",2.88194627277014e-67,0.798253748362237,0.839,0.472,4.41600627376568e-63,"3","EMP2"
"PFKM",2.28908717608584e-66,0.543755903834415,0.681,0.304,3.50756827991633e-62,"3","PFKM"
"HSPD1",4.32907196309902e-66,0.665204330526519,0.985,0.821,6.63343696905662e-62,"3","HSPD1"
"MSRB2",2.76594177280905e-65,0.59985243645631,0.855,0.525,4.23825257847531e-61,"3","MSRB2"
"MRPL15",2.34626433210267e-64,0.622442985556413,0.822,0.511,3.59518083608092e-60,"3","MRPL15"
"BBS9",3.48257436483888e-64,0.524322650500827,0.34,0.082,5.33634869924261e-60,"3","BBS9"
"COX20",7.4939774140876e-64,0.559901507758298,0.851,0.532,1.14830215916064e-59,"3","COX20"
"TRIM28",1.52488667885002e-63,0.55970057732411,0.751,0.384,2.33658385800188e-59,"3","TRIM28"
"VDAC1",1.63692582986157e-62,0.579379267997935,0.956,0.741,2.50826144909688e-58,"3","VDAC1"
"RBPMS",1.64859181259115e-62,0.578223737192341,0.824,0.473,2.52613723443341e-58,"3","RBPMS"
"ABLIM11",9.81613576040073e-62,0.567321791764791,0.776,0.398,1.5041264825662e-57,"3","ABLIM1"
"TOP2B",1.7350289478234e-61,0.548370459743937,0.721,0.364,2.6585848567498e-57,"3","TOP2B"
"KIDINS220",7.11098884054936e-61,0.557523768960824,0.694,0.338,1.08961682003738e-56,"3","KIDINS220"
"COL21A1",8.92563082208673e-61,0.567592450490607,0.65,0.268,1.36767441086835e-56,"3","COL21A1"
"PRKAR1A",3.02467194262115e-60,0.62614924457803,0.866,0.583,4.63470481767839e-56,"3","PRKAR1A"
"SLC16A1",7.2710368221339e-60,0.574784696953054,0.681,0.331,1.11414097225558e-55,"3","SLC16A1"
"LRRFIP1",8.80210488120284e-60,0.528516559050442,0.83,0.469,1.34874653094671e-55,"3","LRRFIP1"
"ISOC1",2.11820295424171e-59,0.515003157864239,0.65,0.29,3.24572238678457e-55,"3","ISOC1"
"SUCLG1",7.95807944799832e-59,0.589259449215346,0.912,0.64,1.21941651381678e-54,"3","SUCLG1"
"MRPS25",9.129929674211e-59,0.516473211929087,0.73,0.374,1.39897912397935e-54,"3","MRPS25"
"TNFRSF12A",9.50357052271891e-59,0.636695885302134,0.577,0.223,1.45623211119622e-54,"3","TNFRSF12A"
"DSTN",2.22415240651872e-58,0.596192675649813,0.987,0.897,3.40806873250863e-54,"3","DSTN"
"MSRB3",2.90000475836667e-57,0.522626756649864,0.736,0.374,4.44367729124525e-53,"3","MSRB3"
"ARL6IP5",1.79404408679518e-56,0.569809988809448,0.91,0.635,2.74901375419626e-52,"3","ARL6IP5"
"ASAH1",1.93240132536901e-56,0.511342820724834,0.862,0.519,2.96101855086293e-52,"3","ASAH1"
"ECH1",4.76763339029994e-56,0.568757036677211,0.904,0.677,7.3054446439566e-52,"3","ECH1"
"CCSER2",1.00038900735301e-55,0.525565027561216,0.66,0.324,1.53289607596702e-51,"3","CCSER2"
"C7orf55",1.01725479142203e-55,0.550091138081806,0.769,0.434,1.55873951689598e-51,"3","C7orf55"
"ACAT1",7.50357754415196e-55,0.531861630503724,0.753,0.415,1.1497731870904e-50,"3","ACAT1"
"TMEM261",7.14700606016713e-54,0.533681519695366,0.945,0.734,1.09513573859941e-49,"3","TMEM261"
