"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mcts1",3.80353612677908e-33,2.65096869937628,0.539,0.171,3.87960684931466e-30,"CC","Mcts1"
"Cav1",1.60843458683635e-31,2.10117169266395,0.584,0.197,1.64060327857307e-28,"CC","Cav1"
"Mal",2.65397883065207e-30,2.67887844847499,0.526,0.174,2.70705840726511e-27,"CC","Mal"
"Sept4",3.05798688879303e-27,2.15994723459124,0.656,0.323,3.11914662656889e-24,"CC","Sept4"
"Plekhb1",1.10738532440604e-26,1.38534284276648,0.851,0.68,1.12953303089416e-23,"CC","Plekhb1"
"Aprt",3.99024910570115e-26,2.5024279693756,0.396,0.104,4.07005408781518e-23,"CC","Aprt"
"Sox2ot",1.51533081519137e-23,2.34635943658809,0.416,0.127,1.5456374314952e-20,"CC","Sox2ot"
"Bcl6",3.09363799304412e-23,0.981970164839274,0.955,0.883,3.155510752905e-20,"CC","Bcl6"
"Apod",3.57881831934528e-23,1.99036442053318,0.656,0.358,3.65039468573219e-20,"CC","Apod"
"Qk",4.18121469900398e-23,1.43672435176165,0.812,0.642,4.26483899298406e-20,"CC","Qk"
"Car2",6.05110789178984e-22,1.92304273899421,0.494,0.184,6.17213004962564e-19,"CC","Car2"
"Kif5a",6.66214851399637e-21,1.11555120088842,0.883,0.764,6.7953914842763e-18,"CC","Kif5a"
"Teddm3",5.92982042705849e-20,2.29315108123936,0.403,0.136,6.04841683559966e-17,"CC","Teddm3"
"Esd",2.21712870136804e-18,1.85010794202163,0.494,0.22,2.2614712753954e-15,"CC","Esd"
"Ptgds",5.63068836985463e-17,0.696032858370176,0.649,0.361,5.74330213725173e-14,"CC","Ptgds"
"Gfap",2.71797939525523e-16,1.8973579384897,0.487,0.226,2.77233898316033e-13,"CC","Gfap"
"Gstm6",1.46325530049324e-15,1.86176048592186,0.403,0.162,1.49252040650311e-12,"CC","Gstm6"
"Lcat",1.60273465915533e-14,2.07230657848721,0.39,0.166,1.63478935233843e-11,"CC","Lcat"
"Hlf1",5.19482007736139e-13,0.577063521366935,0.935,0.9,5.29871647890862e-10,"CC","Hlf"
"Cd9",5.42446411708351e-12,1.16292462105661,0.623,0.408,5.53295339942519e-09,"CC","Cd9"
"Gad2",4.33226867213496e-11,1.59674606374523,0.409,0.211,4.41891404557766e-08,"CC","Gad2"
"Cend1",5.94350077437529e-11,0.867931667867409,0.799,0.648,6.06237078986279e-08,"CC","Cend1"
"Rnf13",5.94428580633791e-11,1.34176100910094,0.448,0.243,6.06317152246467e-08,"CC","Rnf13"
"Cryab",4.25380047831565e-10,1.55028408329782,0.461,0.274,4.33887648788196e-07,"CC","Cryab"
"Spon1",1.6209506475699e-09,1.20750853401943,0.526,0.341,1.6533696605213e-06,"CC","Spon1"
"Gsn",2.92329184278261e-09,1.64000653966246,0.37,0.195,2.98175767963827e-06,"CC","Gsn"
"Pllp",4.72536305533494e-09,1.70709127302396,0.273,0.116,4.81987031644164e-06,"CC","Pllp"
"Fam19a1",5.08393804040054e-09,1.46598934426218,0.409,0.242,5.18561680120855e-06,"CC","Fam19a1"
"Igsf3",5.31896997309911e-08,1.10473319829479,0.461,0.292,5.42534937256109e-05,"CC","Igsf3"
"Fosb1",7.13689996850097e-08,0.912610154316035,0.63,0.504,7.27963796787099e-05,"CC","Fosb"
"Hsd3b7",1.19055119940377e-07,1.1456800589579,0.357,0.191,0.000121436222339185,"CC","Hsd3b7"
"Slc32a1",1.5366281436928e-07,1.08200766510419,0.416,0.257,0.000156736070656666,"CC","Slc32a1"
"Ddit3",2.7985335807829e-07,0.996717990885939,0.532,0.385,0.000285450425239856,"CC","Ddit3"
"Adarb21",4.06356635202762e-07,1.14848668126005,0.279,0.136,0.000414483767906817,"CC","Adarb2"
"Pcdhb8",9.25748508578578e-07,1.35459923154992,0.182,0.069,0.000944263478750149,"CC","Pcdhb8"
"Tmeff2",2.17189150013305e-06,1.24056045242691,0.325,0.187,0.00221532933013572,"CC","Tmeff2"
"Hs3st1",3.37745940470364e-06,1.31790064593983,0.422,0.302,0.00344500859279771,"CC","Hs3st1"
"Dusp6",4.21147785526888e-06,0.711859904327854,0.708,0.631,0.00429570741237425,"CC","Dusp6"
"Msmo1",5.04618254540657e-06,0.868490880068891,0.409,0.273,0.0051471061963147,"CC","Msmo1"
"Cnp",9.03137705289469e-06,1.1527177143629,0.318,0.188,0.00921200459395258,"CC","Cnp"
"Enpp2",1.31394477621298e-05,1.08895785264804,0.442,0.317,0.0134022367173724,"CC","Enpp2"
"Mrpl22",2.09255627189844e-05,0.716278452719481,0.643,0.57,0.0213440739733641,"CC","Mrpl22"
"Apoe",2.44670083499305e-05,0.935207830975052,0.617,0.613,0.0249563485169291,"CC","Apoe"
"Mt2",2.65338130432553e-05,1.04020343034375,0.474,0.359,0.0270644893041204,"CC","Mt2"
"Rbm18",3.16857731652534e-05,0.939633242784327,0.442,0.333,0.0323194886285585,"CC","Rbm18"
"Vstm2a",4.26043787645261e-05,1.00329922189629,0.409,0.302,0.0434564663398166,"CC","Vstm2a"
"Pon2",9.27167960658039e-05,0.718751782317697,0.474,0.365,0.09457113198712,"CC","Pon2"
"Sepp11",9.75103050431475e-05,0.774639482974576,0.481,0.37,0.0994605111440105,"CC","Sepp1"
"Ucma",0.000131100056515779,1.1870134062557,0.195,0.1,0.133722057646094,"CC","Ucma"
"Tcerg1l",0.000180391428916735,1.16959131127731,0.351,0.253,0.18399925749507,"CC","Tcerg1l"
"Cmtm5",0.000210017325491012,1.13885656502881,0.299,0.197,0.214217672000833,"CC","Cmtm5"
"Nrsn2",0.000220286765012983,1.02886237090502,0.338,0.236,0.224692500313243,"CC","Nrsn2"
"Psat1",0.000567891155603228,0.602869815830916,0.571,0.482,0.579248978715293,"CC","Psat1"
"Fstl5",0.000851140701058514,1.00656117306921,0.188,0.104,0.868163515079684,"CC","Fstl5"
"Htr5b",0.00106802986152974,1.03286863686677,0.279,0.189,1,"CC","Htr5b"
"Pcdhga3",0.00116796219909119,0.520118761226462,0.649,0.655,1,"CC","Pcdhga3"
"Trap1",0.0011714414124892,1.28812092293134,0.214,0.131,1,"CC","Trap1"
"Dtwd1",0.0011971440362607,0.965129692013645,0.208,0.122,1,"CC","Dtwd1"
"Pdlim11",0.00190455176268907,0.843455236803178,0.162,0.087,1,"CC","Pdlim1"
"Pfkl",0.00202865786452909,0.869858196212576,0.357,0.281,1,"CC","Pfkl"
"Spp1",0.00373085905510645,0.898780831430939,0.143,0.077,1,"CC","Spp1"
"Resp18",0.00545987738733048,1.07862275499959,0.13,0.07,1,"CC","Resp18"
"Coch",0.00591107273465872,0.671481870005505,0.331,0.254,1,"CC","Coch"
"Lhx1",0.00613723026585372,0.626222594670639,0.37,0.3,1,"CC","Lhx1"
"Lman1l",0.00630726126982367,0.598606440671149,0.591,0.568,1,"CC","Lman1l"
"Sst",4.64496101658131e-08,2.76812340579502,0.304,0.1,4.73786023691294e-05,"HPC","Sst"
"Gfap1",3.23877661251999e-06,1.0921160331023,0.478,0.246,0.00330355214477039,"HPC","Gfap"
"Qpct",1.90042130234367e-05,1.29289796394232,0.217,0.073,0.0193842972839055,"HPC","Qpct"
"Gemin7",2.07376939176232e-05,0.97043986953196,0.638,0.428,0.0211524477959756,"HPC","Gemin7"
"Ptprz1",9.36479203190204e-05,1.13820577009249,0.565,0.399,0.0955208787254008,"HPC","Ptprz1"
"Apoe1",0.000252258008727081,0.955618037483084,0.754,0.605,0.257303168901622,"HPC","Apoe"
"Plpp3",0.000329703514279667,0.966425115060226,0.536,0.341,0.33629758456526,"HPC","Plpp3"
"Mt21",0.000355371545493905,1.31131031785294,0.507,0.366,0.362478976403783,"HPC","Mt2"
"Dbi",0.000430150658032958,1.03855439407146,0.551,0.373,0.438753671193617,"HPC","Dbi"
"Ascl1",0.000460300076256422,1.1883199929704,0.232,0.102,0.469506077781551,"HPC","Ascl1"
"Mt1",0.000511081399047552,0.903158545245094,0.696,0.616,0.521303027028503,"HPC","Mt1"
"Tmem179b",0.00213054642633814,0.961644225089181,0.275,0.142,1,"HPC","Tmem179b"
"Twistnb",0.00229167862409836,0.908109509860824,0.304,0.167,1,"HPC","Twistnb"
"Htra1",0.00231142234085296,0.827423780616928,0.522,0.379,1,"HPC","Htra1"
"Snrpb2",0.00256880042543693,1.02108108372555,0.159,0.065,1,"HPC","Snrpb2"
"Slc1a2",0.00265237155825602,0.674589490655206,0.768,0.641,1,"HPC","Slc1a2"
"Tnfrsf12a",0.00367599318866908,1.00216141381185,0.246,0.133,1,"HPC","Tnfrsf12a"
"Dusp61",0.00525356548898912,0.510192840609576,0.739,0.634,1,"HPC","Dusp6"
"Gng7",0.00606502978971731,0.613161011776317,0.29,0.163,1,"HPC","Gng7"
"Mbp1",0.00616502895875102,0.777665668253011,0.565,0.445,1,"HPC","Mbp"
"Gpr37l1",0.00716947296324967,0.634747899302053,0.464,0.325,1,"HPC","Gpr37l1"
"St6galnac5",0.00720363878942158,1.3690414371527,0.391,0.283,1,"HPC","St6galnac5"
"Ythdc1",0.00905594468705341,0.734015464459866,0.493,0.397,1,"HPC","Ythdc1"
"Cplx1",2.89184576174634e-19,1.01040999714847,0.821,0.577,2.94968267698126e-16,"L5","Cplx1"
"Rab3c",7.88616174854388e-19,1.70964840047491,0.5,0.208,8.04388498351476e-16,"L5","Rab3c"
"Pcp41",5.58475931667256e-10,1.06507256587353,0.436,0.224,5.69645450300601e-07,"L5","Pcp4"
"Nefl",2.23439682089166e-08,1.12010175998537,0.372,0.183,2.2790847573095e-05,"L5","Nefl"
"Etv1",1.36619398687931e-07,0.981337318456533,0.321,0.151,0.00013935178666169,"L5","Etv1"
"Fezf2",3.3904657315311e-06,0.980332055767206,0.378,0.216,0.00345827504616172,"L5","Fezf2"
"Anapc131",3.49312885185784e-06,0.566151704288694,0.436,0.247,0.003562991428895,"L5","Anapc13"
"Sulf2",3.68460915871754e-06,0.8274972940158,0.359,0.195,0.00375830134189189,"L5","Sulf2"
"Tox",2.17930152947759e-05,0.678338214235714,0.365,0.202,0.0222288756006714,"L5","Tox"
"Efr3a1",5.97591545550578e-05,0.680553230970455,0.487,0.339,0.060954337646159,"L5","Efr3a"
"Tmsb10",6.61941667368351e-05,0.885410587943005,0.404,0.266,0.0675180500715718,"L5","Tmsb10"
"Idi11",0.000114066445762561,0.521633027467969,0.301,0.167,0.116347774677813,"L5","Idi1"
"Slc20a1",0.000125825064446289,0.614342391972575,0.571,0.445,0.128341565735214,"L5","Slc20a1"
"Laptm4b",0.000175523696477438,0.563410610885911,0.378,0.231,0.179034170406987,"L5","Laptm4b"
"Arhgap24",0.000189285439397162,0.718105721633704,0.308,0.181,0.193071148185106,"L5","Arhgap24"
"Slc50a1",0.000270235187178041,0.663707875813582,0.353,0.211,0.275639890921602,"L5","Slc50a1"
"Olfm3",0.000347181192399136,0.709102595125416,0.276,0.156,0.354124816247119,"L5","Olfm3"
"Mal2",0.000502614732431163,0.570475303454775,0.526,0.395,0.512667027079787,"L5","Mal2"
"Rit21",0.000645006013593175,0.612617572784265,0.41,0.283,0.657906133865039,"L5","Rit2"
"Gprasp2",0.000681653207866171,0.65715363294497,0.404,0.276,0.695286272023494,"L5","Gprasp2"
"Crhbp",0.000738715868197462,0.528558555166883,0.301,0.181,0.753490185561412,"L5","Crhbp"
"Sgpp2",0.000969523887882986,0.63751746543519,0.244,0.141,0.988914365640645,"L5","Sgpp2"
"Acot13",0.00116913906352585,0.51021454615469,0.436,0.311,1,"L5","Acot13"
"Dnajc15",0.00119486002705249,0.565368628002348,0.551,0.42,1,"L5","Dnajc15"
"Adgra1",0.00124569192967915,0.592656784359516,0.205,0.11,1,"L5","Adgra1"
"Rab3b",0.00221183342026901,0.57936010409987,0.34,0.225,1,"L5","Rab3b"
"Anxa5",0.0026573174079258,0.518306221201035,0.282,0.181,1,"L5","Anxa5"
"Slc25a11",0.00266292891045283,0.598886733354276,0.359,0.247,1,"L5","Slc25a11"
"Amph",0.0042849472289602,0.515273750924067,0.429,0.324,1,"L5","Amph"
"Rab27b",0.00444507696220729,0.575662238664093,0.218,0.13,1,"L5","Rab27b"
"Elavl2",0.00469807903023228,0.540392318558157,0.224,0.136,1,"L5","Elavl2"
"Nr1d1",0.00494925643051289,0.655533203608875,0.16,0.088,1,"L5","Nr1d1"
"Gad1",0.00543169346243443,0.721267485375603,0.423,0.306,1,"L5","Gad1"
"Cd200",0.00588876263514452,0.548156648370005,0.256,0.166,1,"L5","Cd200"
"Twistnb1",0.00592122977380668,0.599716893733918,0.256,0.163,1,"L5","Twistnb"
"Pdgfra",0.00617371448792396,0.881090991840061,0.192,0.114,1,"L5","Pdgfra"
"Fam3c",0.00656137317615804,0.61803666253139,0.301,0.208,1,"L5","Fam3c"
"Plpp4",0.00692290544003753,0.634205777472684,0.224,0.141,1,"L5","Plpp4"
"St6galnac51",0.00696752123081033,0.546678751519693,0.372,0.277,1,"L5","St6galnac5"
