"","group","median","sd"
"1","Layer1",0.19694634368247,0.161164597093986
"2","Layer2",0.410318802748727,0.20864816467765
"3","Layer3",0.375441140498556,0.201693492148243
"4","Layer4",0.385932200675891,0.188369057989506
"5","Layer5",0.366453398842157,0.172921072569737
"6","Layer6",0.388615504088507,0.146628396986829
"7","WM",0.53189854844803,0.106670532953122
