"","group","median","sd"
"1","Layer1",0.222579644799859,0.145835589044463
"2","Layer2",0.207459363595504,0.131429643171032
"3","Layer3",0.306465000916702,0.145129086110078
"4","Layer4",0.451865227685913,0.123848396513803
"5","Layer5",0.516930692864692,0.112067547008295
"6","Layer6",0.539881538336815,0.118542292450424
"7","WM",0.691399433988576,0.11256861171043
