"","simulation","ARI","method"
"611","sim68",0.372652459458521,"SpaGCN"
"612","sim68",0.4722866873569,"STAGATE"
"613","sim69",0.632634366188079,"scSpace"
"614","sim69",0.298319985028457,"louvain"
"615","sim69",0.216774606980765,"kmeans"
"616","sim69",0.0708594956362745,"hclust"
"617","sim69",0.0622633126679853,"scCoGAPS"
"618","sim69",0.198633218466099,"DR.SC"
"619","sim69",0.161629406828038,"BayesSpace"
"620","sim69",0.128589460846769,"SpaGCN"
"621","sim69",0.197179853021941,"STAGATE"
"622","sim70",0.602297299502873,"scSpace"
"623","sim70",0.370191414086415,"louvain"
"624","sim70",0.372447809511068,"kmeans"
"625","sim70",0.227480032272022,"hclust"
"626","sim70",0.261287999593714,"scCoGAPS"
"627","sim70",0.299352468114842,"DR.SC"
"628","sim70",0.291959000165916,"BayesSpace"
"629","sim70",0.282084001469033,"SpaGCN"
"630","sim70",0.183347770756547,"STAGATE"
"631","sim71",0.803183152651873,"scSpace"
"632","sim71",0.648084141839806,"louvain"
"633","sim71",0.444385272671057,"kmeans"
"634","sim71",0.273497679273944,"hclust"
"635","sim71",0.346593579463811,"scCoGAPS"
"636","sim71",0.46791992761108,"DR.SC"
"637","sim71",0.458276873360366,"BayesSpace"
"638","sim71",0.436336613886884,"SpaGCN"
"639","sim71",0.351894680353672,"STAGATE"
"640","sim72",0.754316176311315,"scSpace"
"641","sim72",0.672889529218304,"louvain"
"642","sim72",0.603622863134279,"kmeans"
"643","sim72",0.0615751394402692,"hclust"
"644","sim72",0.335213193269089,"scCoGAPS"
"645","sim72",0.0936443010062964,"DR.SC"
"646","sim72",0.545367873066215,"BayesSpace"
"647","sim72",0.281420567751841,"SpaGCN"
"648","sim72",0.53823824865964,"STAGATE"
"649","sim73",0.79245266119069,"scSpace"
"650","sim73",0.634003644816775,"louvain"
"651","sim73",0.637220465911418,"kmeans"
"652","sim73",0.191380091757753,"hclust"
"653","sim73",0.221175541074764,"scCoGAPS"
"654","sim73",0.234934816514433,"DR.SC"
"655","sim73",0.630565082811776,"BayesSpace"
"656","sim73",0.444888148260694,"SpaGCN"
"657","sim73",0.673274986798928,"STAGATE"
"658","sim74",0.724221143553865,"scSpace"
"659","sim74",0.690851902182546,"louvain"
"660","sim74",0.649157325954257,"kmeans"
"661","sim74",0.355006496468119,"hclust"
"662","sim74",0.594500157773987,"scCoGAPS"
"663","sim74",0.509605423692186,"DR.SC"
"664","sim74",0.639585303828825,"BayesSpace"
"665","sim74",0.574687498394586,"SpaGCN"
"666","sim74",0.522825459120568,"STAGATE"
"667","sim75",0.678041607000183,"scSpace"
"668","sim75",0.495046240389345,"louvain"
"669","sim75",0.481358308364053,"kmeans"
"670","sim75",0.0597263361019455,"hclust"
"671","sim75",0.0581497210984316,"scCoGAPS"
"672","sim75",0.246648736772907,"DR.SC"
"673","sim75",0.20876118060863,"BayesSpace"
"674","sim75",0.0895528066036909,"SpaGCN"
"675","sim75",0.400146053820942,"STAGATE"
"676","sim76",0.835119597366013,"scSpace"
"677","sim76",0.596390571152568,"louvain"
"678","sim76",0.67388569266375,"kmeans"
"679","sim76",0.204422850392942,"hclust"
"680","sim76",0.229390653281275,"scCoGAPS"
"681","sim76",0.271753193012113,"DR.SC"
"682","sim76",0.427060832328667,"BayesSpace"
"683","sim76",0.279878143201436,"SpaGCN"
"684","sim76",0.596404158145469,"STAGATE"
"685","sim77",0.738459748494246,"scSpace"
"686","sim77",0.6287821868871,"louvain"
"687","sim77",0.609994545521436,"kmeans"
"688","sim77",0.354812562759168,"hclust"
"689","sim77",0.297625911544567,"scCoGAPS"
"690","sim77",0.395112316728465,"DR.SC"
"691","sim77",0.441669714941371,"BayesSpace"
"692","sim77",0.399967568780025,"SpaGCN"
"693","sim77",0.386209175571589,"STAGATE"
"694","sim78",0.606577543487457,"scSpace"
"695","sim78",0.273960992993827,"louvain"
"696","sim78",0.312913097238057,"kmeans"
"697","sim78",0.0615070261561335,"hclust"
"698","sim78",0.0580760169119188,"scCoGAPS"
"699","sim78",0.0596293741485567,"DR.SC"
"700","sim78",0.0540579428826001,"BayesSpace"
"701","sim78",0.0572743416784746,"SpaGCN"
"702","sim78",0.458466573042295,"STAGATE"
"703","sim79",0.755210238645969,"scSpace"
"704","sim79",0.748965270776843,"louvain"
"705","sim79",0.724006385249997,"kmeans"
"706","sim79",0.190463238775781,"hclust"
"707","sim79",0.458350092291213,"scCoGAPS"
"708","sim79",0.216764913932111,"DR.SC"
"709","sim79",0.596258051100032,"BayesSpace"
"710","sim79",0.410286573598747,"SpaGCN"
"711","sim79",0.529750389288009,"STAGATE"
"712","sim80",0.880375924541827,"scSpace"
"713","sim80",0.728505716648003,"louvain"
"714","sim80",0.746602877574142,"kmeans"
"715","sim80",0.349544552334579,"hclust"
"716","sim80",0.535790171384985,"scCoGAPS"
"717","sim80",0.376149449878652,"DR.SC"
"718","sim80",0.591052752346612,"BayesSpace"
"719","sim80",0.422573428070803,"SpaGCN"
"720","sim80",0.73480524270012,"STAGATE"
"721","sim81",0.603389155830482,"scSpace"
"722","sim81",0.232089449899865,"louvain"
"723","sim81",0.26418020062083,"kmeans"
"724","sim81",-9.68360377408703e-07,"hclust"
"725","sim81",0.0455972768855655,"scCoGAPS"
"726","sim81",0.0503784868572439,"DR.SC"
"727","sim81",0.101529986277808,"BayesSpace"
"728","sim81",0.0464579288453846,"SpaGCN"
"729","sim81",0.287730022521299,"STAGATE"
"730","sim82",0.440929672665463,"scSpace"
"731","sim82",0.27929536650803,"louvain"
"732","sim82",0.236219265251086,"kmeans"
"733","sim82",0.155251122622572,"hclust"
"734","sim82",0.205380027183359,"scCoGAPS"
"735","sim82",0.287127791944012,"DR.SC"
"736","sim82",0.239288666704588,"BayesSpace"
"737","sim82",0.217575248905695,"SpaGCN"
"738","sim82",0.300747546883093,"STAGATE"
"739","sim83",0.487078735403821,"scSpace"
"740","sim83",0.378677979363661,"louvain"
"741","sim83",0.377813309209498,"kmeans"
"742","sim83",0.252621357361434,"hclust"
"743","sim83",0.342022997482892,"scCoGAPS"
"744","sim83",0.36237885379786,"DR.SC"
"745","sim83",0.3660811620592,"BayesSpace"
"746","sim83",0.31245375505745,"SpaGCN"
"747","sim83",0.211427756436913,"STAGATE"
"748","sim84",0.717762777887417,"scSpace"
"749","sim84",0.395507493355613,"louvain"
"750","sim84",0.301095845329009,"kmeans"
"751","sim84",0.0599650025978292,"hclust"
"752","sim84",0.0538932213716012,"scCoGAPS"
"753","sim84",0.304063259875924,"DR.SC"
"754","sim84",0.116416889987983,"BayesSpace"
"755","sim84",0.0827510252979609,"SpaGCN"
"756","sim84",0.0556552396899944,"STAGATE"
"757","sim85",0.551814560144957,"scSpace"
"758","sim85",0.308478097029792,"louvain"
"759","sim85",0.263953821122594,"kmeans"
"760","sim85",0.149224521875432,"hclust"
"761","sim85",0.207059755643305,"scCoGAPS"
"762","sim85",0.202877943916426,"DR.SC"
"763","sim85",0.211541566629883,"BayesSpace"
"764","sim85",0.203228438487403,"SpaGCN"
"765","sim85",0.0716852200400022,"STAGATE"
"766","sim86",0.554339758375764,"scSpace"
"767","sim86",0.464826750944757,"louvain"
"768","sim86",0.384155496427451,"kmeans"
"769","sim86",0.151057544638853,"hclust"
"770","sim86",0.344122470852231,"scCoGAPS"
"771","sim86",0.316419779412999,"DR.SC"
"772","sim86",0.382323434785137,"BayesSpace"
"773","sim86",0.338850553111747,"SpaGCN"
"774","sim86",0.225693443699156,"STAGATE"
"775","sim87",0.774662021679248,"scSpace"
"776","sim87",0.621659931366653,"louvain"
"777","sim87",0.659011452919141,"kmeans"
"778","sim87",0.0430602760785778,"hclust"
"779","sim87",0.319625058668233,"scCoGAPS"
"780","sim87",0.158865254782945,"DR.SC"
"781","sim87",0.557028854861351,"BayesSpace"
"782","sim87",0.332990770694127,"SpaGCN"
"783","sim87",0.536544683941117,"STAGATE"
"784","sim88",0.741833127610949,"scSpace"
"785","sim88",0.681243035234725,"louvain"
"786","sim88",0.585607803527399,"kmeans"
"787","sim88",0.168122733277649,"hclust"
"788","sim88",0.190297033045663,"scCoGAPS"
"789","sim88",0.173074555532335,"DR.SC"
"790","sim88",0.542193818430168,"BayesSpace"
"791","sim88",0.357398346976948,"SpaGCN"
"792","sim88",0.427891252369354,"STAGATE"
"793","sim89",0.689866357770396,"scSpace"
"794","sim89",0.594437418200343,"louvain"
"795","sim89",0.603726602190934,"kmeans"
"796","sim89",0.25540136641597,"hclust"
"797","sim89",0.205660632930643,"scCoGAPS"
"798","sim89",0.495488124586724,"DR.SC"
"799","sim89",0.546850449546666,"BayesSpace"
"800","sim89",0.411852794314874,"SpaGCN"
"801","sim89",0.386162433782147,"STAGATE"
"802","sim90",0.571398949298461,"scSpace"
"803","sim90",0.277765388705043,"louvain"
"804","sim90",0.212466503376847,"kmeans"
"805","sim90",0.0447152930565265,"hclust"
"806","sim90",0.0446076569956658,"scCoGAPS"
"807","sim90",0.0660211760610449,"DR.SC"
"808","sim90",0.0525432426239163,"BayesSpace"
"809","sim90",0.0675805881008189,"SpaGCN"
"810","sim90",0.31681196923403,"STAGATE"
"811","sim91",0.805973058078959,"scSpace"
"812","sim91",0.649669526865458,"louvain"
"813","sim91",0.776280827846346,"kmeans"
"814","sim91",0.168315732235308,"hclust"
"815","sim91",0.427922131382082,"scCoGAPS"
"816","sim91",0.241721502408047,"DR.SC"
"817","sim91",0.419867685230909,"BayesSpace"
"818","sim91",0.223255338262665,"SpaGCN"
"819","sim91",0.381067777344417,"STAGATE"
"820","sim92",0.672742406333703,"scSpace"
"821","sim92",0.52051351809361,"louvain"
"822","sim92",0.447445018547178,"kmeans"
"823","sim92",0.290918089044327,"hclust"
"824","sim92",0.205870836395501,"scCoGAPS"
"825","sim92",0.356441604149054,"DR.SC"
"826","sim92",0.397208149748886,"BayesSpace"
"827","sim92",0.337130750033732,"SpaGCN"
"828","sim92",0.253069169233304,"STAGATE"
"829","sim93",0.372219047596333,"scSpace"
"830","sim93",0.163870955002739,"louvain"
"831","sim93",0.155367830088005,"kmeans"
"832","sim93",0.041676166521735,"hclust"
"833","sim93",0.0357127974751517,"scCoGAPS"
"834","sim93",0.0497926128341948,"DR.SC"
"835","sim93",0.0421074814227196,"BayesSpace"
"836","sim93",0.0370535590004381,"SpaGCN"
"837","sim93",0.221260801290725,"STAGATE"
"838","sim94",0.615242223968305,"scSpace"
"839","sim94",0.699715409360587,"louvain"
"840","sim94",0.626404721297022,"kmeans"
"841","sim94",0.177227867087939,"hclust"
"842","sim94",0.285159654889908,"scCoGAPS"
"843","sim94",0.216073694084868,"DR.SC"
"844","sim94",0.444046331211014,"BayesSpace"
"845","sim94",0.225963821957429,"SpaGCN"
"846","sim94",0.21618287551209,"STAGATE"
"847","sim95",0.698425618180036,"scSpace"
"848","sim95",0.629954467870711,"louvain"
"849","sim95",0.624637798183818,"kmeans"
"850","sim95",0.29362221171988,"hclust"
"851","sim95",0.428845103759904,"scCoGAPS"
"852","sim95",0.485765081616803,"DR.SC"
"853","sim95",0.45947794828775,"BayesSpace"
"854","sim95",0.289914276654406,"SpaGCN"
"855","sim95",0.351361014118153,"STAGATE"
"856","sim96",0.615957658013699,"scSpace"
"857","sim96",0.112966761744591,"louvain"
"858","sim96",0.0935264165922255,"kmeans"
"859","sim96",0.0357052645020168,"hclust"
"860","sim96",0.0388613986051703,"scCoGAPS"
"861","sim96",0.0620808246705923,"DR.SC"
"862","sim96",0.0724721047378368,"BayesSpace"
"863","sim96",0.04967303960869,"SpaGCN"
"864","sim96",0.340654314671576,"STAGATE"
"865","sim97",0.466231383027342,"scSpace"
"866","sim97",0.217519215018839,"louvain"
"867","sim97",0.22394069478865,"kmeans"
"868","sim97",0.118836645749624,"hclust"
"869","sim97",0.183943893181473,"scCoGAPS"
"870","sim97",0.175225445346606,"DR.SC"
"871","sim97",0.214458370255707,"BayesSpace"
"872","sim97",0.177680788962649,"SpaGCN"
"873","sim97",0.263925734081667,"STAGATE"
"874","sim98",0.427369580123189,"scSpace"
"875","sim98",0.3616348441064,"louvain"
"876","sim98",0.362020095541328,"kmeans"
"877","sim98",0.174212352332669,"hclust"
"878","sim98",0.358396543114568,"scCoGAPS"
"879","sim98",0.31123602634006,"DR.SC"
"880","sim98",0.352174286513034,"BayesSpace"
"881","sim98",0.273091758691111,"SpaGCN"
"882","sim98",0.123980531561576,"STAGATE"
"883","sim99",0.425292686044178,"scSpace"
"884","sim99",0.244595890994995,"louvain"
"885","sim99",0.0850247238413109,"kmeans"
"886","sim99",0.0431908487059211,"hclust"
"887","sim99",0.0469851763068351,"scCoGAPS"
"888","sim99",0.198645809338656,"DR.SC"
"889","sim99",0.101185561860152,"BayesSpace"
"890","sim99",0.0440508058501133,"SpaGCN"
"891","sim99",0.0459832702579763,"STAGATE"
"892","sim100",0.464877668596769,"scSpace"
"893","sim100",0.213666190892947,"louvain"
"894","sim100",0.171430321318548,"kmeans"
"895","sim100",0.0433413493862217,"hclust"
"896","sim100",0.162644979592007,"scCoGAPS"
"897","sim100",0.19128658787967,"DR.SC"
"898","sim100",0.180861268676536,"BayesSpace"
"899","sim100",0.172489761579856,"SpaGCN"
"900","sim100",0.109160722493223,"STAGATE"
"901","sim101",0.537561318019076,"scSpace"
"902","sim101",0.421328894931064,"louvain"
"903","sim101",0.2455540594025,"kmeans"
"904","sim101",0.196205120753711,"hclust"
"905","sim101",0.352944896762913,"scCoGAPS"
"906","sim101",0.352289397707863,"DR.SC"
"907","sim101",0.347281428642704,"BayesSpace"
"908","sim101",0.34252774010074,"SpaGCN"
"909","sim101",0.196041891151587,"STAGATE"
"910","sim102",0.725158941659782,"scSpace"
"911","sim102",0.62674740296054,"louvain"
"912","sim102",0.584430120019785,"kmeans"
"913","sim102",0.0321806067717877,"hclust"
"914","sim102",0.297595936959427,"scCoGAPS"
"915","sim102",0.041920910180852,"DR.SC"
"916","sim102",0.417632472775592,"BayesSpace"
"917","sim102",0.134396116545551,"SpaGCN"
"918","sim102",0.541671135087564,"STAGATE"
"919","sim103",0.760376261206883,"scSpace"
"920","sim103",0.59883957798159,"louvain"
"921","sim103",0.634694664971975,"kmeans"
"922","sim103",0.154197335183633,"hclust"
"923","sim103",0.210089694156792,"scCoGAPS"
"924","sim103",0.176454675996594,"DR.SC"
"925","sim103",0.54392657331512,"BayesSpace"
"926","sim103",0.265645012951437,"SpaGCN"
"927","sim103",0.264249503415221,"STAGATE"
"928","sim104",0.609071081887759,"scSpace"
"929","sim104",0.588015848611026,"louvain"
"930","sim104",0.45876973102641,"kmeans"
"931","sim104",0.285851141882689,"hclust"
"932","sim104",0.458806104452264,"scCoGAPS"
"933","sim104",0.416890906759061,"DR.SC"
"934","sim104",0.441088395369722,"BayesSpace"
"935","sim104",0.357681701462472,"SpaGCN"
"936","sim104",0.483942941394483,"STAGATE"
"937","sim105",0.667249117194465,"scSpace"
"938","sim105",0.342899859751169,"louvain"
"939","sim105",0.392011221491382,"kmeans"
"940","sim105",0.0356870937104679,"hclust"
"941","sim105",0.0463531606502853,"scCoGAPS"
"942","sim105",0.0795984114643035,"DR.SC"
"943","sim105",0.119631789929127,"BayesSpace"
"944","sim105",0.0489635638974694,"SpaGCN"
"945","sim105",0.261328137785773,"STAGATE"
"946","sim106",0.752943355817589,"scSpace"
"947","sim106",0.545049125475105,"louvain"
"948","sim106",0.715367556579455,"kmeans"
"949","sim106",0.16498608447461,"hclust"
"950","sim106",0.200126377039763,"scCoGAPS"
"951","sim106",0.23545803362833,"DR.SC"
"952","sim106",0.3083023834786,"BayesSpace"
"953","sim106",0.228029925267749,"SpaGCN"
"954","sim106",0.322162692089388,"STAGATE"
"955","sim107",0.580397075758199,"scSpace"
"956","sim107",0.455977575435057,"louvain"
"957","sim107",0.440181658724098,"kmeans"
"958","sim107",0.220378577727085,"hclust"
"959","sim107",0.206145234850062,"scCoGAPS"
"960","sim107",0.289994387359403,"DR.SC"
"961","sim107",0.365827454048918,"BayesSpace"
"962","sim107",0.333780636245856,"SpaGCN"
"963","sim107",0.427450997156379,"STAGATE"
"964","sim108",0.415017684833834,"scSpace"
"965","sim108",0.180204163202663,"louvain"
"966","sim108",0.23610362964762,"kmeans"
"967","sim108",0.0327074959639111,"hclust"
"968","sim108",0.0321695302406806,"scCoGAPS"
"969","sim108",0.0482352030204558,"DR.SC"
"970","sim108",0.0558813647409999,"BayesSpace"
"971","sim108",0.0432931579331061,"SpaGCN"
"972","sim108",0.297813344378791,"STAGATE"
"973","sim109",0.76939091735423,"scSpace"
"974","sim109",0.623325521226832,"louvain"
"975","sim109",0.550401173693986,"kmeans"
"976","sim109",0.126587044974511,"hclust"
"977","sim109",0.148025476677575,"scCoGAPS"
"978","sim109",0.309630059810693,"DR.SC"
"979","sim109",0.377082986030048,"BayesSpace"
"980","sim109",0.31113408158363,"SpaGCN"
"981","sim109",0.549407991386131,"STAGATE"
"982","sim110",0.651197530515104,"scSpace"
"983","sim110",0.576090757206335,"louvain"
"984","sim110",0.540357410037213,"kmeans"
"985","sim110",0.262821666682134,"hclust"
"986","sim110",0.330481820873953,"scCoGAPS"
"987","sim110",0.392185907524812,"DR.SC"
"988","sim110",0.406630040623347,"BayesSpace"
"989","sim110",0.303342436839978,"SpaGCN"
"990","sim110",0.284512249358602,"STAGATE"
"991","sim111",0.378950185404305,"scSpace"
"992","sim111",0.0907099914712262,"louvain"
"993","sim111",0.0615839492168986,"kmeans"
"994","sim111",0.0343162585320113,"hclust"
"995","sim111",0.0404460070699397,"scCoGAPS"
"996","sim111",0.0463439363074477,"DR.SC"
"997","sim111",0.0471239947908203,"BayesSpace"
"998","sim111",0.0389562358418118,"SpaGCN"
"999","sim111",0.191914592098498,"STAGATE"
"1000","sim112",0.554858225397948,"scSpace"
"1001","sim112",0.213788272253341,"louvain"
"1002","sim112",0.238986722006957,"kmeans"
"1003","sim112",0.113489366789296,"hclust"
"1004","sim112",0.16839804339836,"scCoGAPS"
"1005","sim112",0.19035241151882,"DR.SC"
"1006","sim112",0.186672656972976,"BayesSpace"
"1007","sim112",0.147269831658877,"SpaGCN"
"1008","sim112",0.331643820644979,"STAGATE"
"1009","sim113",0.438212640218448,"scSpace"
"1010","sim113",0.362144929602451,"louvain"
"1011","sim113",0.270107046109489,"kmeans"
"1012","sim113",0.142459989483538,"hclust"
"1013","sim113",0.306603020831454,"scCoGAPS"
"1014","sim113",0.332158822675761,"DR.SC"
"1015","sim113",0.333912240913391,"BayesSpace"
"1016","sim113",0.266544781243021,"SpaGCN"
"1017","sim113",0.181089296953781,"STAGATE"
"1018","sim114",0.455169426740937,"scSpace"
"1019","sim114",0.173698973337126,"louvain"
"1020","sim114",0.220988544216891,"kmeans"
"1021","sim114",0.0368117227227741,"hclust"
"1022","sim114",0.0468868652627368,"scCoGAPS"
"1023","sim114",0.190269571673293,"DR.SC"
"1024","sim114",0.0760796254253273,"BayesSpace"
"1025","sim114",0.0507596480371693,"SpaGCN"
"1026","sim114",0.0616076195868606,"STAGATE"
"1027","sim115",0.447753685489299,"scSpace"
"1028","sim115",0.208092115914165,"louvain"
"1029","sim115",0.203549158742381,"kmeans"
"1030","sim115",0.102397412324557,"hclust"
"1031","sim115",0.157029421206601,"scCoGAPS"
"1032","sim115",0.148227731222609,"DR.SC"
"1033","sim115",0.159805237042999,"BayesSpace"
"1034","sim115",0.152905391178216,"SpaGCN"
"1035","sim115",0.0975581518302635,"STAGATE"
"1036","sim116",0.464865822129731,"scSpace"
"1037","sim116",0.39529668866688,"louvain"
"1038","sim116",0.281947570885993,"kmeans"
"1039","sim116",0.186087928903524,"hclust"
"1040","sim116",0.311422112409207,"scCoGAPS"
"1041","sim116",0.291978472943073,"DR.SC"
"1042","sim116",0.317521933098079,"BayesSpace"
"1043","sim116",0.295521191535168,"SpaGCN"
"1044","sim116",0.150815352608731,"STAGATE"
"1045","sim117",0.703462175084773,"scSpace"
"1046","sim117",0.532089931088636,"louvain"
"1047","sim117",0.51718358978749,"kmeans"
"1048","sim117",0.0351674558307836,"hclust"
"1049","sim117",0.240350044415707,"scCoGAPS"
"1050","sim117",0.0914103679233593,"DR.SC"
"1051","sim117",0.363609210350907,"BayesSpace"
"1052","sim117",0.130575105427384,"SpaGCN"
"1053","sim117",0.402407800553354,"STAGATE"
"1054","sim118",0.622735870714071,"scSpace"
"1055","sim118",0.482605101236066,"louvain"
"1056","sim118",0.535186632890749,"kmeans"
"1057","sim118",0.102908495835919,"hclust"
"1058","sim118",0.175786792170467,"scCoGAPS"
"1059","sim118",0.137804280779264,"DR.SC"
"1060","sim118",0.362121539048825,"BayesSpace"
"1061","sim118",0.160334485613786,"SpaGCN"
"1062","sim118",0.246445108946663,"STAGATE"
"1063","sim119",0.550799374972948,"scSpace"
"1064","sim119",0.521853743939224,"louvain"
"1065","sim119",0.490040295172802,"kmeans"
"1066","sim119",0.237709069635086,"hclust"
"1067","sim119",0.142040705578296,"scCoGAPS"
"1068","sim119",0.318066778055234,"DR.SC"
"1069","sim119",0.483413163762255,"BayesSpace"
"1070","sim119",0.304300729397775,"SpaGCN"
"1071","sim119",0.150981277652134,"STAGATE"
"1072","sim120",0.45218117554188,"scSpace"
"1073","sim120",0.26189136714623,"louvain"
"1074","sim120",0.123959732247333,"kmeans"
"1075","sim120",0.0366121008985173,"hclust"
"1076","sim120",0.0446530968012986,"scCoGAPS"
"1077","sim120",0.0384885858640323,"DR.SC"
"1078","sim120",0.064644899213164,"BayesSpace"
"1079","sim120",0.0414158170561343,"SpaGCN"
"1080","sim120",0.172375472472733,"STAGATE"
"1081","sim121",0.575325028549516,"scSpace"
"1082","sim121",0.491704705563244,"louvain"
"1083","sim121",0.491158044095587,"kmeans"
"1084","sim121",0.096971743986532,"hclust"
"1085","sim121",0.201078952434047,"scCoGAPS"
"1086","sim121",0.186320401276062,"DR.SC"
"1087","sim121",0.208729110588854,"BayesSpace"
"1088","sim121",0.162766298752309,"SpaGCN"
"1089","sim121",0.244350808957543,"STAGATE"
"1090","sim122",0.51516108079499,"scSpace"
"1091","sim122",0.415349647748035,"louvain"
"1092","sim122",0.360136601676817,"kmeans"
"1093","sim122",0.176042399374486,"hclust"
"1094","sim122",0.273962842535325,"scCoGAPS"
"1095","sim122",0.259504520379015,"DR.SC"
"1096","sim122",0.337085497525283,"BayesSpace"
"1097","sim122",0.274806075149756,"SpaGCN"
"1098","sim122",0.171859279077688,"STAGATE"
"1099","sim123",0.383158456772871,"scSpace"
"1100","sim123",0.190760935481525,"louvain"
"1101","sim123",0.220326985527204,"kmeans"
"1102","sim123",0.039386929273841,"hclust"
"1103","sim123",0.0284434084998462,"scCoGAPS"
"1104","sim123",0.0851100052302369,"DR.SC"
"1105","sim123",0.0654156320426287,"BayesSpace"
"1106","sim123",0.0331297255672385,"SpaGCN"
"1107","sim123",0.18133537799569,"STAGATE"
"1108","sim124",0.643753375833133,"scSpace"
"1109","sim124",0.580382546337277,"louvain"
"1110","sim124",0.572844079479066,"kmeans"
"1111","sim124",0.0981456784099994,"hclust"
"1112","sim124",0.205155852267277,"scCoGAPS"
"1113","sim124",0.229572510067394,"DR.SC"
"1114","sim124",0.3088498709917,"BayesSpace"
"1115","sim124",0.153594611694862,"SpaGCN"
"1116","sim124",0.222155367189618,"STAGATE"
"1117","sim125",0.538138510152402,"scSpace"
"1118","sim125",0.486530406382311,"louvain"
"1119","sim125",0.421481504998325,"kmeans"
"1120","sim125",0.181013475392775,"hclust"
"1121","sim125",0.29846289027735,"scCoGAPS"
"1122","sim125",0.2835557732295,"DR.SC"
"1123","sim125",0.349074180923766,"BayesSpace"
"1124","sim125",0.290910056785018,"SpaGCN"
"1125","sim125",0.369368582275399,"STAGATE"
"1126","sim126",0.540789931667458,"scSpace"
"1127","sim126",0.246211060632693,"louvain"
"1128","sim126",0.188576196536294,"kmeans"
"1129","sim126",0.0264472626760246,"hclust"
"1130","sim126",0.0447603424738329,"scCoGAPS"
"1131","sim126",0.0667811241808249,"DR.SC"
"1132","sim126",0.0473636528783171,"BayesSpace"
"1133","sim126",0.0393394199418798,"SpaGCN"
"1134","sim126",0.215763422537876,"STAGATE"
"1135","sim127",0.244204009058191,"scSpace"
"1136","sim127",0.221886421122371,"louvain"
"1137","sim127",0.182762944101556,"kmeans"
"1138","sim127",0.085967625536037,"hclust"
"1139","sim127",0.145111756661521,"scCoGAPS"
"1140","sim127",0.123118909969717,"DR.SC"
"1141","sim127",0.148447850153289,"BayesSpace"
"1142","sim127",0.133309948965473,"SpaGCN"
"1143","sim127",0.0658015830348284,"STAGATE"
"1144","sim128",0.374951974775849,"scSpace"
"1145","sim128",0.330263101144946,"louvain"
"1146","sim128",0.256140789311693,"kmeans"
"1147","sim128",0.168163436138339,"hclust"
"1148","sim128",0.258542905830122,"scCoGAPS"
"1149","sim128",0.2227188654861,"DR.SC"
"1150","sim128",0.310971815014137,"BayesSpace"
"1151","sim128",0.247761281776305,"SpaGCN"
"1152","sim128",0.224185822899817,"STAGATE"
"1153","sim129",0.494327609343459,"scSpace"
"1154","sim129",0.210732424878441,"louvain"
"1155","sim129",0.141288580069476,"kmeans"
"1156","sim129",0.0408332929435606,"hclust"
"1157","sim129",0.0602203876075763,"scCoGAPS"
"1158","sim129",0.100106379558186,"DR.SC"
"1159","sim129",0.0624256997442655,"BayesSpace"
"1160","sim129",0.0502268044568716,"SpaGCN"
"1161","sim129",0.0593187022434463,"STAGATE"
"1162","sim130",0.382061221554462,"scSpace"
"1163","sim130",0.18667326191006,"louvain"
"1164","sim130",0.176879918094705,"kmeans"
"1165","sim130",0.08738218840206,"hclust"
"1166","sim130",0.130799407609357,"scCoGAPS"
"1167","sim130",0.13368251632227,"DR.SC"
"1168","sim130",0.15389576031663,"BayesSpace"
"1169","sim130",0.119321433652395,"SpaGCN"
"1170","sim130",0.12363816059705,"STAGATE"
"1171","sim131",0.47933624444148,"scSpace"
"1172","sim131",0.386341353836889,"louvain"
"1173","sim131",0.215524474758315,"kmeans"
"1174","sim131",0.176494931936379,"hclust"
"1175","sim131",0.311859326255144,"scCoGAPS"
"1176","sim131",0.228452584364187,"DR.SC"
"1177","sim131",0.238784807291361,"BayesSpace"
"1178","sim131",0.274799325830065,"SpaGCN"
"1179","sim131",0.0836454514818672,"STAGATE"
"1180","sim132",0.671288666852288,"scSpace"
"1181","sim132",0.553829372463708,"louvain"
"1182","sim132",0.488753300905194,"kmeans"
"1183","sim132",0.0231875128821474,"hclust"
"1184","sim132",0.213547920244074,"scCoGAPS"
"1185","sim132",0.0804023718144303,"DR.SC"
"1186","sim132",0.315152843057738,"BayesSpace"
"1187","sim132",0.0335766116687126,"SpaGCN"
"1188","sim132",0.364958571341111,"STAGATE"
"1189","sim133",0.503015442865763,"scSpace"
"1190","sim133",0.386735152186613,"louvain"
"1191","sim133",0.378107474604123,"kmeans"
"1192","sim133",0.0820348904818533,"hclust"
"1193","sim133",0.157476747044308,"scCoGAPS"
"1194","sim133",0.157116179220784,"DR.SC"
"1195","sim133",0.310933164091057,"BayesSpace"
"1196","sim133",0.142031273482222,"SpaGCN"
"1197","sim133",0.172897910257343,"STAGATE"
"1198","sim134",0.539775787470306,"scSpace"
"1199","sim134",0.476470760709202,"louvain"
"1200","sim134",0.415594364826142,"kmeans"
"1201","sim134",0.174645017596369,"hclust"
"1202","sim134",0.295189324992232,"scCoGAPS"
"1203","sim134",0.299291557786367,"DR.SC"
"1204","sim134",0.382006991278692,"BayesSpace"
"1205","sim134",0.242014426461091,"SpaGCN"
"1206","sim134",0.258265942173737,"STAGATE"
"1207","sim135",0.311334334457948,"scSpace"
"1208","sim135",0.151000216746417,"louvain"
"1209","sim135",0.156430826568099,"kmeans"
"1210","sim135",0.0270350799172377,"hclust"
