"","simulation","subcluster_num","ARI","method"
"368","sim41",2,0,"SpaGCN"
"369","sim41",2,0.975124469962626,"STAGATE"
"370","sim42",3,0.800105416857202,"scSpace"
"371","sim42",3,0.521233688123295,"louvain"
"372","sim42",3,0.400448891895602,"kmeans"
"373","sim42",3,-0.00103950141751558,"hclust"
"374","sim42",3,-0.000560975056632809,"scCoGAPS"
"375","sim42",3,0.00783791773936699,"DR.SC"
"376","sim42",3,0.313579138348027,"BayesSpace"
"377","sim42",3,0.00564349332189346,"SpaGCN"
"378","sim42",3,0.466680656134478,"STAGATE"
"379","sim43",4,0.752634975389615,"scSpace"
"380","sim43",4,0.583786386779397,"louvain"
"381","sim43",4,0.594983576595124,"kmeans"
"382","sim43",4,-0.000916934168493908,"hclust"
"383","sim43",4,-0.000888507338060228,"scCoGAPS"
"384","sim43",4,0.00789356678330475,"DR.SC"
"385","sim43",4,0.379023883544148,"BayesSpace"
"386","sim43",4,0.0597838311130897,"SpaGCN"
"387","sim43",4,0.73230989567444,"STAGATE"
"388","sim44",2,0.874221004141491,"scSpace"
"389","sim44",2,0.371824994146809,"louvain"
"390","sim44",2,0.520480649051333,"kmeans"
"391","sim44",2,-0.000297369793118623,"hclust"
"392","sim44",2,0,"scCoGAPS"
"393","sim44",2,0.00233464942373046,"DR.SC"
"394","sim44",2,0,"BayesSpace"
"395","sim44",2,0,"SpaGCN"
"396","sim44",2,0.887415783816486,"STAGATE"
"397","sim45",3,0.75210922684878,"scSpace"
"398","sim45",3,0.616179180339869,"louvain"
"399","sim45",3,0,"kmeans"
"400","sim45",3,0.00632038550368486,"hclust"
"401","sim45",3,0.00280023403225837,"scCoGAPS"
"402","sim45",3,0.126632048944048,"DR.SC"
"403","sim45",3,0.556656435770514,"BayesSpace"
"404","sim45",3,0.275493555597386,"SpaGCN"
"405","sim45",3,0.746092996390209,"STAGATE"
"406","sim46",4,0.679731962236964,"scSpace"
"407","sim46",4,0.167561814803517,"louvain"
"408","sim46",4,0.278255549393213,"kmeans"
"409","sim46",4,-0.0135835480107736,"hclust"
"410","sim46",4,-0.00530344262130933,"scCoGAPS"
"411","sim46",4,0.00651913103061584,"DR.SC"
"412","sim46",4,0.0270556615752522,"BayesSpace"
"413","sim46",4,0.0193111212669015,"SpaGCN"
"414","sim46",4,0.575799870028074,"STAGATE"
"415","sim47",2,0.936127331532157,"scSpace"
"416","sim47",2,0,"louvain"
"417","sim47",2,0.00853730949531381,"kmeans"
"418","sim47",2,-0.00283120023435699,"hclust"
"419","sim47",2,0,"scCoGAPS"
"420","sim47",2,-0.0209369647696229,"DR.SC"
"421","sim47",2,0,"BayesSpace"
"422","sim47",2,0,"SpaGCN"
"423","sim47",2,-0.00279381676158486,"STAGATE"
"424","sim48",3,0.588645952899482,"scSpace"
"425","sim48",3,0.440894318056779,"louvain"
"426","sim48",3,0,"kmeans"
"427","sim48",3,0.00884327272147884,"hclust"
"428","sim48",3,0.000433734772863366,"scCoGAPS"
"429","sim48",3,0.0161199066314115,"DR.SC"
"430","sim48",3,0.0519889981641937,"BayesSpace"
"431","sim48",3,0.00534380318887439,"SpaGCN"
"432","sim48",3,0.658342242147979,"STAGATE"
"433","sim49",3,0.804663874065387,"scSpace"
"434","sim49",3,0.349137871320659,"louvain"
"435","sim49",3,0.5312830611347,"kmeans"
"436","sim49",3,-0.00130606434296899,"hclust"
"437","sim49",3,3.72461181514213e-05,"scCoGAPS"
"438","sim49",3,0.466247205192542,"DR.SC"
"439","sim49",3,0.250690550405552,"BayesSpace"
"440","sim49",3,0.250071381479189,"SpaGCN"
"441","sim49",3,0.779399317189369,"STAGATE"
"442","sim50",4,0.351234419665015,"scSpace"
"443","sim50",4,0.275619366327399,"louvain"
"444","sim50",4,0,"kmeans"
"445","sim50",4,0.00604184326296357,"hclust"
"446","sim50",4,0.0131472899439214,"scCoGAPS"
"447","sim50",4,0.0305120556926256,"DR.SC"
"448","sim50",4,0.00769040814071384,"BayesSpace"
"449","sim50",4,-0.0126101898293334,"SpaGCN"
"450","sim50",4,0.486500100366541,"STAGATE"
"451","sim51",5,0.907947527492946,"scSpace"
"452","sim51",5,0.543846501436127,"louvain"
"453","sim51",5,0.590800252406578,"kmeans"
"454","sim51",5,0.0022457594943177,"hclust"
"455","sim51",5,0.00840267694685244,"scCoGAPS"
"456","sim51",5,0.0326667132852387,"DR.SC"
"457","sim51",5,0.375104526251129,"BayesSpace"
"458","sim51",5,0.0693659748346271,"SpaGCN"
"459","sim51",5,0.800086553796072,"STAGATE"
"460","sim52",5,0.53301332512175,"scSpace"
"461","sim52",5,0.115584936034707,"louvain"
"462","sim52",5,0.114637952826657,"kmeans"
"463","sim52",5,-0.00358505114599489,"hclust"
"464","sim52",5,0.00692644010204842,"scCoGAPS"
"465","sim52",5,0.0521693921393529,"DR.SC"
"466","sim52",5,0.0753692925112724,"BayesSpace"
"467","sim52",5,0.0398747288057652,"SpaGCN"
"468","sim52",5,0.448321988481444,"STAGATE"
"469","sim53",5,0.404388606337261,"scSpace"
"470","sim53",5,0.0625691931885077,"louvain"
"471","sim53",5,0.0650375892010716,"kmeans"
"472","sim53",5,0.00040869669475211,"hclust"
"473","sim53",5,-0.00486474995920654,"scCoGAPS"
"474","sim53",5,0.0557569388360432,"DR.SC"
"475","sim53",5,0.113904666963882,"BayesSpace"
"476","sim53",5,0.0642741420776331,"SpaGCN"
"477","sim53",5,0.417962622510448,"STAGATE"
"478","sim54",5,0.797380927951751,"scSpace"
"479","sim54",5,0.529020492138958,"louvain"
"480","sim54",5,0.536737658959518,"kmeans"
"481","sim54",5,-0.00172268544731321,"hclust"
"482","sim54",5,0.0218451503374584,"scCoGAPS"
"483","sim54",5,0.0929993329163383,"DR.SC"
"484","sim54",5,0.349816640185908,"BayesSpace"
"485","sim54",5,0.0620481676278772,"SpaGCN"
"486","sim54",5,0.191641629154096,"STAGATE"
"487","sim55",5,0.561598652851467,"scSpace"
"488","sim55",5,0.095652009459497,"louvain"
"489","sim55",5,0.0270121299227171,"kmeans"
"490","sim55",5,0.00942862660674801,"hclust"
"491","sim55",5,0.000849538297959858,"scCoGAPS"
"492","sim55",5,0.109480957294228,"DR.SC"
"493","sim55",5,0.0389355750075844,"BayesSpace"
"494","sim55",5,0.0169118032424426,"SpaGCN"
"495","sim55",5,0.229945949255487,"STAGATE"
"496","sim56",5,0.675982899851617,"scSpace"
"497","sim56",5,0.263325247351657,"louvain"
"498","sim56",5,0.347511100066691,"kmeans"
"499","sim56",5,-0.00119319011343854,"hclust"
"500","sim56",5,-0.0036228783381294,"scCoGAPS"
"501","sim56",5,0.267045734519632,"DR.SC"
"502","sim56",5,0.132325029735665,"BayesSpace"
"503","sim56",5,0.017638920250939,"SpaGCN"
"504","sim56",5,0.188992565529817,"STAGATE"
"505","sim57",5,0.863981059300953,"scSpace"
"506","sim57",5,0.692728613776058,"louvain"
"507","sim57",5,0.616524467638065,"kmeans"
"508","sim57",5,0.00596529275695663,"hclust"
"509","sim57",5,0.402618409388808,"scCoGAPS"
"510","sim57",5,0.141988809631914,"DR.SC"
"511","sim57",5,0.57015271323798,"BayesSpace"
"512","sim57",5,0.408149248725067,"SpaGCN"
"513","sim57",5,0.642120065200982,"STAGATE"
"514","sim58",5,0.724471388149834,"scSpace"
"515","sim58",5,0.612669772427906,"louvain"
"516","sim58",5,0.572405245625873,"kmeans"
"517","sim58",5,0.00296731020053117,"hclust"
"518","sim58",5,-0.000522263441805405,"scCoGAPS"
"519","sim58",5,0.38928217028878,"DR.SC"
"520","sim58",5,0.563035173725015,"BayesSpace"
"521","sim58",5,0.207261337738886,"SpaGCN"
"522","sim58",5,0.510362116993656,"STAGATE"
"523","sim59",5,0.668945033163125,"scSpace"
"524","sim59",5,0.492134025645489,"louvain"
"525","sim59",5,0.613758127011099,"kmeans"
"526","sim59",5,0.00048600991068902,"hclust"
"527","sim59",5,-0.00139259628970843,"scCoGAPS"
"528","sim59",5,0.413588344407292,"DR.SC"
"529","sim59",5,0.478899212711564,"BayesSpace"
"530","sim59",5,0.356820688384395,"SpaGCN"
"531","sim59",5,0.636773926471595,"STAGATE"
"532","sim60",5,0.790411612014865,"scSpace"
"533","sim60",5,0.502747708232175,"louvain"
