"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"HSPA1A",1.93737029375757,8.60471271770634,10.9578874639115,5.18929704288395e-23,8.53120433850121e-20,41.5471636864998,"HSPA1A",19.0689896557439,"up"
"S100A9",1.6436899641843,7.48280516474093,9.67011797322971,5.95200669068949e-19,4.89254949974676e-16,32.4110467554882,"S100A9",15.3104647717286,"up"
"NR4A1",-0.580607002245714,6.72013074392069,-9.5177402384107,1.74342753689929e-18,9.55398290220809e-16,31.3612993026745,"NR4A1",15.0198155402647,"down"
"IFITM2",0.98502885535032,7.29025376593719,9.37265423629438,4.81684839451678e-18,1.9797246901464e-15,30.3688189116578,"IFITM2",14.7033952005786,"up"
"SERPING1",1.38490606312198,7.33992843078174,9.00824495788012,5.99121926055904e-17,1.96991289287181e-14,27.9079394138423,"SERPING1",13.7055529773823,"up"
"PLA2G4F",-0.431427099511387,5.80168366793377,-8.93451919730382,9.91955307579978e-17,2.71795754276914e-14,27.4158741417467,"PLA2G4F",13.5657573316672,"no_sig"
"HLA-F",1.55382844584718,7.76286267657297,8.70531257183788,4.69470824373188e-16,1.10258576467074e-13,25.8992209280908,"HLA-F",12.9575876189353,"up"
"SOD2",1.96831492706733,7.81638211137584,8.6697428403508,5.96472710719785e-16,1.18900672867151e-13,25.6656833851089,"SOD2",12.9248156876718,"up"
"HLA-A",1.74491896513064,8.74199344980929,8.64888317372597,6.86230273115173e-16,1.18900672867151e-13,25.5289596534804,"HLA-A",12.9248156876718,"up"
"GADD45G",-0.312122713225318,6.01429634152717,-8.64106007762583,7.23240102598244e-16,1.18900672867151e-13,25.4777281558931,"GADD45G",12.9248156876718,"no_sig"
"C1R",1.11240363444271,6.35857194087097,8.48257423794445,2.08521298761264e-15,3.11644559239561e-13,24.4451570627522,"C1R",12.506340450716,"up"
"HLA-E",1.34920071883268,7.77900637467236,8.3076051913552,6.63232052116827e-15,9.08627911400053e-13,23.3172421678528,"HLA-E",12.0416139265784,"up"
"GNAS",1.10581940823958,7.50441821704438,8.29264964712043,7.31745310547367e-15,9.25376377338363e-13,23.2214341367985,"GNAS",12.0336815912015,"up"
"CD44",0.987393844204815,6.84922415371239,8.27399373684828,8.27104215331644e-15,9.71256664289445e-13,23.1020554326215,"CD44",12.0126659882639,"up"
"IFITM1",1.08074048330175,6.71996617486007,8.22863305355026,1.11338238489821e-14,1.22026709384844e-12,22.8124200915123,"IFITM1",11.9135450999082,"up"
"IFI16",0.684184288275367,5.67590011946945,8.10486624359589,2.49394706981603e-14,2.49549750422433e-12,22.026723126595,"IFI16",11.6028428601405,"up"
"NUP107",-0.216046917160904,6.13773816840316,-8.09960754331729,2.58050228539012e-14,2.49549750422433e-12,21.9934898405734,"NUP107",11.6028428601405,"no_sig"
"KLF4",-0.430557796573321,5.99244379548406,-8.03288592782478,3.97410116724635e-14,3.629679066085e-12,21.5729065704123,"KLF4",11.4401317733083,"no_sig"
"HMGB1",-0.284401136294782,6.35212226688428,-8.01450087513748,4.47468674552995e-14,3.87178158402697e-12,21.4573679924888,"HMGB1",11.4120891502085,"no_sig"
"LDHA",-0.344611436061738,5.62021824375488,-7.96726333129662,6.06516678070163e-14,4.98556709373674e-12,21.1612141397079,"LDHA",11.3022854348101,"no_sig"
"HLA-B",1.81479519505863,9.18252136196507,7.92604867895107,7.90177501917428e-14,6.1545279563805e-12,20.9036550229569,"HLA-B",11.21080525123,"up"
"OAZ1",0.945433939491097,7.34595705359647,7.91958338736414,8.23598631632426e-14,6.1545279563805e-12,20.863323041621,"OAZ1",11.21080525123,"up"
"DDIT4",0.962562092759599,6.78288565972542,7.85404673820776,1.25203150604047e-13,8.94930346056753e-12,20.4555851111756,"DDIT4",11.0482107652432,"up"
"BST2",0.707055423303001,6.09701562810829,7.81237947498597,1.63236488753075e-13,1.11816994795856e-11,20.1973951648716,"BST2",10.9514921840601,"up"
"IFI27",1.31735840916265,7.09331656082412,7.7481521918515,2.45304316097406e-13,1.61312118265654e-11,19.8010198448662,"IFI27",10.7923330058397,"up"
"IL10RB",0.305542809071357,6.71684516117438,7.72927922250205,2.76390559255433e-13,1.74763876698435e-11,19.6849198407306,"IL10RB",10.7575483301214,"no_sig"
"FANCF",-0.294989379071781,5.69134809775339,-7.71155235944128,3.09120556731499e-13,1.88220072320957e-11,19.5760258018433,"FANCF",10.7253340640469,"no_sig"
"PGC",-0.851563068938485,7.17761829531323,-7.69840995743383,3.35831048614788e-13,1.97180801400968e-11,19.4953911174005,"PGC",10.7051353726175,"down"
"TMEM163",-0.242115039748922,6.2870444757971,-7.68498472999147,3.65469866480426e-13,2.07183607066835e-11,19.4131071693201,"TMEM163",10.6836446101337,"no_sig"
"C1S",0.810702210439618,5.94121318877287,7.61531183974012,5.66072632226511e-13,3.10207802460128e-11,18.9874826649466,"C1S",10.5083472828514,"up"
"LY6E",1.28543339258382,7.0059373213656,7.50491071317547,1.12689797003967e-12,5.97619439595233e-11,18.3179343764237,"LY6E",10.2235752840648,"up"
"B2M",2.0175176648806,9.39650553562824,7.47052332320615,1.39473144481127e-12,7.16543279771792e-11,18.1106242190651,"B2M",10.1447575727497,"up"
"NFATC1",-0.251271362583492,5.96892295902596,-7.45250216006151,1.55926733887266e-12,7.76798637911108e-11,18.002217907833,"NFATC1",10.1096915446194,"no_sig"
"CDC25C",-0.31121837269404,5.80309293612963,-7.42482889464597,1.84992103263299e-12,8.94491228720189e-11,17.8360686310188,"CDC25C",10.0484239137183,"no_sig"
"S100A8",0.946429230830031,6.58712981311633,7.38485056358546,2.36646745251792e-12,1.11156356912556e-10,17.596726573352,"S100A8",9.95406569542022,"up"
"GBP4",0.432817808110352,6.26770096990666,7.37467653830855,2.51919532250073e-12,1.15043253060867e-10,17.5359468748154,"GBP4",9.93913884630743,"no_sig"
"HSPB1",1.17108700133593,8.14501829038465,7.33148251986966,3.28339630407693e-12,1.45889284429797e-10,17.2784965637277,"HSPB1",9.83597660587155,"up"
"CDKN1B",0.293104893713824,6.21903918345393,7.30466895012931,3.86850885557573e-12,1.67363909435961e-10,17.1191626394084,"CDKN1B",9.7763381880552,"no_sig"
"APP",0.947816358381258,6.75903508142337,7.23942865186801,5.75658002238645e-12,2.42661988635982e-10,16.7330457861852,"APP",9.61499824764218,"up"
"ACTB",1.13090937042339,10.5956897072234,7.17119252198731,8.70349105680575e-12,3.51779097387378e-10,16.3315863162456,"ACTB",9.4537299697649,"up"
"HLA-C",1.34526135733914,7.82981172609806,7.16922625733669,8.80746979656103e-12,3.51779097387378e-10,16.3200545001416,"HLA-C",9.4537299697649,"up"
"KRAS",-0.183721139847981,5.9082867596511,-7.16588349090114,8.98705723252424e-12,3.51779097387378e-10,16.3004544391853,"KRAS",9.4537299697649,"no_sig"
"STAT2",0.596072734097466,6.29337098329173,7.14680662703485,1.00831857984195e-11,3.85505987269806e-10,16.1887123421568,"STAT2",9.41396887255973,"up"
"IL23R",-0.336494769556585,5.87278021711327,-7.11910063922639,1.19134768835182e-11,4.45130818102361e-10,16.0267709169494,"IL23R",9.35151233681505,"no_sig"
"NUMBL",-0.272119637008701,6.18954219252365,-7.06998744593754,1.59963182079926e-11,5.84398825198661e-10,15.7407156233839,"NUMBL",9.23329066578745,"no_sig"
"VCAN",0.600298459347821,6.12877091313878,7.06053179082245,1.69276416815839e-11,6.00572456216708e-10,15.6857911949645,"VCAN",9.22143458953197,"up"
"CD81",1.09744073414877,7.2693375910558,7.05815859487317,1.71696505122781e-11,6.00572456216708e-10,15.6720137588273,"CD81",9.22143458953197,"up"
"FOS",-0.639464236732226,6.66817003588142,-7.01604891087896,2.20767930928813e-11,7.56130163431183e-10,15.4280565640473,"FOS",9.12140343678181,"down"
"PMS2",-0.263396164798942,5.7383133668521,-6.97535618397576,2.81219747674187e-11,9.43520949339516e-10,15.1932263170059,"PMS2",9.02524845259333,"no_sig"
"NFATC2",-0.290626399539229,5.71608183820612,-6.96068125447423,3.06800835410447e-11,1.00876114682955e-09,15.1087625858509,"NFATC2",8.99621165328121,"no_sig"
"FURIN",0.309580798966527,6.75263994825073,6.95333235666267,3.20458952361587e-11,1.03300885820088e-09,15.0665094118912,"FURIN",8.9858959543262,"no_sig"
"A2M",1.54537437684278,7.7216331512744,6.93862512545921,3.49615262581864e-11,1.10532209939343e-09,14.9820381780434,"A2M",8.95651114677047,"up"
"NRDE2",-0.213287663779745,5.82063434521544,-6.91845119479181,3.93896950349198e-11,1.22182374787562e-09,14.8663631824759,"NRDE2",8.91299143799341,"no_sig"
"FN1",1.76585858196434,7.63715455236967,6.90045840354479,4.38020335659906e-11,1.32485793624347e-09,14.7633847872551,"FN1",8.87783068837873,"up"
"EGR1",-0.535122347845605,6.20757285045578,-6.89845251757214,4.43231061395321e-11,1.32485793624347e-09,14.7519156072391,"EGR1",8.87783068837873,"down"
"NKD1",-0.313016738196144,5.9548352846085,-6.8723806634755,5.16771337758677e-11,1.51709299870583e-09,14.6030466586342,"NKD1",8.81898779588643,"no_sig"
"MR1",-0.244756255065896,6.07131199530255,-6.85709780994996,5.65331388770198e-11,1.6106801038461e-09,14.5159586651042,"MR1",8.79299070596801,"no_sig"
"TNFSF10",0.51311805645217,6.25287979283277,6.85622245904155,5.68244805493149e-11,1.6106801038461e-09,14.5109745101976,"TNFSF10",8.79299070596801,"up"
"WEE1",-0.241484661023115,5.70173963344502,-6.82880280027917,6.67375529266201e-11,1.83112869418254e-09,14.3550673619124,"WEE1",8.73728113182652,"no_sig"
"IL34",-0.284964685481721,5.71763799863879,-6.82856768836321,6.68295143862242e-11,1.83112869418254e-09,14.3537323498026,"IL34",8.73728113182652,"no_sig"
"IRF1",-0.273458332483577,5.60812790536934,-6.78835319087403,8.45400063365853e-11,2.24591217885792e-09,14.1258448450643,"IRF1",8.64860722981235,"no_sig"
"TCF7",-0.285189734279462,5.98076668742697,-6.78763309016905,8.48959318688734e-11,2.24591217885792e-09,14.1217725039955,"TCF7",8.64860722981235,"no_sig"
"SERPINH1",0.547281407952361,6.42272503751327,6.78528663338114,8.60659776569642e-11,2.24591217885792e-09,14.108504768887,"SERPINH1",8.64860722981235,"up"
"TPM4",0.607256961790934,7.25025224208008,6.7588015225256,1.00424127763151e-10,2.57964478191595e-09,13.9589646849691,"TPM4",8.58844009243784,"up"
"CD80",-0.248401069759112,5.7890611102386,-6.75494185580507,1.02704332358804e-10,2.59762957535191e-09,13.9372055276607,"CD80",8.58542277968733,"no_sig"
"SF3A3",0.240002580808389,6.58462965504469,6.75227849877866,1.04307398396645e-10,2.59820246915278e-09,13.9221955991539,"SF3A3",8.5853270088405,"no_sig"
"THEM4",-0.240599924561046,6.36897397944297,-6.73845618897893,1.13030582776452e-10,2.77346683708191e-09,13.8443618835248,"THEM4",8.55697702270328,"no_sig"
"PKM",0.797096827969259,7.02110002313241,6.72935326728973,1.19163168305818e-10,2.88094483374653e-09,13.7931626798214,"PKM",8.54046505780041,"up"
"NTRK1",-0.326215221827949,5.72869471950066,-6.71443919300308,1.29925072741649e-10,3.07113335793348e-09,13.7093811661275,"NTRK1",8.51270132476268,"no_sig"
"PRKACA",0.262730930873612,5.8948539131572,6.71332548830758,1.30766018890112e-10,3.07113335793348e-09,13.7031299131163,"PRKACA",8.51270132476268,"no_sig"
"NODAL",-0.32030595818176,5.76551128479777,-6.67851662485672,1.5992516306055e-10,3.70305588833161e-09,13.5081058295781,"NODAL",8.43143973331625,"no_sig"
"FAAP24",-0.278723645305138,5.60359223479154,-6.65630773230885,1.81777065991054e-10,4.09028683489381e-09,13.3840404324263,"FAAP24",8.38824623564946,"no_sig"
"MLLT3",-0.222643022815751,5.54672014891023,-6.65551672284253,1.82607219334057e-10,4.09028683489381e-09,13.3796268766953,"MLLT3",8.38824623564946,"no_sig"
"PBX1",-0.251371350502202,5.95070793339855,-6.65409123537887,1.84112667750694e-10,4.09028683489381e-09,13.3716740699136,"PBX1",8.38824623564946,"no_sig"
"APOC2",-0.237237652445115,5.98669470545384,-6.63854761926165,2.01340975002162e-10,4.4133941720474e-09,13.2850324685239,"APOC2",8.35522728281786,"no_sig"
"TMPRSS2",-0.283041612410082,6.4075270859165,-6.59243758665509,2.62316189229337e-10,5.67431335648724e-09,13.0288366132852,"TMPRSS2",8.24608668453672,"no_sig"
"ICAM4",-0.291392034323703,5.76673046892111,-6.5878789202436,2.69249790318819e-10,5.74865786083296e-09,13.003575160847,"ICAM4",8.24043353820982,"no_sig"
"PML",0.39304028633648,6.07796909880491,6.56825536361519,3.01210088566581e-10,6.34858186671101e-09,12.8949717981537,"PML",8.19732327569145,"no_sig"
"FUT4",-0.245875258008942,5.76000700232243,-6.53161818521319,3.71160575200444e-10,7.72389855227254e-09,12.6928144600707,"FUT4",8.11216343899383,"no_sig"
"ALDOA",0.80887184645305,7.40198004818725,6.50397442243448,4.34279404257126e-10,8.92444175748394e-09,12.5408051605829,"ALDOA",8.04941894039524,"up"
"CD69",-0.250486767247683,5.75705034985814,-6.48585243425791,4.81258731452608e-10,9.76776980874182e-09,12.441400434736,"CD69",8.01020458370396,"no_sig"
"CD70",-0.313435210301679,5.57461705874061,-6.48273205343884,4.89836846134647e-10,9.82063140299219e-09,12.4243038594623,"CD70",8.00786058899308,"no_sig"
"NOD2",-0.240467895424244,5.91685528153806,-6.46583656879631,5.38956518335772e-10,1.06752351342652e-08,12.3318340650052,"NOD2",7.97162255036484,"no_sig"
"PSMB9",0.396752319006874,6.30977575893116,6.46270952857284,5.48563761948133e-10,1.0736176483842e-08,12.3147382748943,"PSMB9",7.96915035807963,"no_sig"
"PSPH",-0.251854736303234,6.11799893390423,-6.42399611889886,6.82369931504169e-10,1.31521681397875e-08,12.1035728057164,"PSPH",7.88100264766632,"no_sig"
"TAP1",0.545107964119405,6.84162304111627,6.42253340199186,6.88008795633652e-10,1.31521681397875e-08,12.0956118946768,"TAP1",7.88100264766632,"up"
"SIRPA",0.355617839001289,6.13516855653987,6.41034885167988,7.36792889380812e-10,1.39228449441615e-08,12.0293467927524,"SIRPA",7.85627201348201,"no_sig"
"FZD5",-0.198802091091006,5.88481626312294,-6.4018591816202,7.72774110725562e-10,1.44368254321912e-08,11.9832288870099,"FZD5",7.84052829491417,"no_sig"
"STAT1",0.735930957113107,6.23497764128772,6.38104555764843,8.68442568118002e-10,1.60417930560224e-08,11.8703480790894,"STAT1",7.79474709048985,"up"
"COL24A1",-0.261911537181171,5.69176843659391,-6.34802894376887,1.04452887470559e-09,1.90800607779554e-08,11.6918226196285,"COL24A1",7.71942024622057,"no_sig"
"SKP1",-0.239208511011674,5.63889037573386,-6.31834731599273,1.23242768147471e-09,2.22649572345541e-08,11.5318947699071,"SKP1",7.65237813470366,"no_sig"
"DHX58",0.259452542436666,6.5076054127819,6.31359042880086,1.26547565902324e-09,2.2613499819937e-08,11.5063140393281,"DHX58",7.64563221806768,"no_sig"
"ENTPD1",-0.233414582892002,5.57687855935129,-6.28638075876967,1.47189922118057e-09,2.60193797808695e-08,11.3602565390941,"ENTPD1",7.58470305984808,"no_sig"
"NRAS",-0.171845096996022,6.07142502714867,-6.27041635669077,1.60802040779839e-09,2.81232505363888e-08,11.2747730873278,"NRAS",7.55093448420588,"no_sig"
"CDC6",-0.216168229966194,5.63992309388639,-6.26378113257433,1.66815997134704e-09,2.88679472936266e-08,11.239289967921,"CDC6",7.5395840962975,"no_sig"
"HIF1A",0.507679486488627,5.94874592950399,6.25526773316732,1.74856091302581e-09,2.9944105635567e-08,11.1938026125817,"HIF1A",7.52368865380497,"up"
"FZD7",-0.243077738649725,5.95101530113689,-6.24192465848927,1.88227552313639e-09,3.19016593818168e-08,11.1225999720304,"FZD7",7.49618672629632,"no_sig"
"COL2A1",-0.278738725436753,5.76311233579838,-6.23799308043,1.92355202228086e-09,3.22685665778545e-08,11.1016408391807,"COL2A1",7.49122032623398,"no_sig"
"LRP1",0.626751165000864,6.53210964401705,6.2353518658182,1.95177824743639e-09,3.24113478665194e-08,11.087565956836,"LRP1",7.48930290791195,"up"
"RPLP0",-0.420000784948904,5.99266194347046,-6.22827699775899,2.02940163692391e-09,3.33633629110291e-08,11.0498856218902,"RPLP0",7.47673018045354,"no_sig"
"COL6A3",0.984262019710907,6.72806314635744,6.20652748388713,2.28746841191117e-09,3.72336442493263e-08,10.9342429439246,"COL6A3",7.42906445505429,"up"
"TNFRSF12A",-0.283276771080924,6.18112170987423,-6.19045512817905,2.49857540904835e-09,4.0271156592897e-08,10.8489743510903,"TNFRSF12A",7.39500589721899,"no_sig"
"FANCG",-0.197895704673839,5.75221236344714,-6.18426014010195,2.58494435968253e-09,4.1258723566195e-08,10.8161509804287,"FANCG",7.38448421205683,"no_sig"
"LRP6",-0.189088279886438,5.710081954957,-6.18195554770918,2.61781531789689e-09,4.13816190636777e-08,10.8039464804248,"LRP6",7.38319252148407,"no_sig"
"ACVR2A",-0.195643116084889,5.62295549487,-6.17378577888687,2.73767546480004e-09,4.28641758488692e-08,10.7607082361496,"ACVR2A",7.36790552205341,"no_sig"
"CXADR",-0.257934722068893,5.83444592823019,-6.16954741476139,2.80195893106865e-09,4.34567970063854e-08,10.7382932169125,"CXADR",7.36194228661454,"no_sig"
"RASGRF1",-0.249991496104002,5.56781386922833,-6.15984879956355,2.95467312559283e-09,4.53970338175198e-08,10.6870432764003,"RASGRF1",7.34297252244614,"no_sig"
"FZD3",-0.228898858035161,5.68729497540703,-6.11317099796341,3.8114080706752e-09,5.77918203133563e-08,10.4412094228671,"FZD3",7.23813362601128,"no_sig"
"CDK2",-0.181856946933761,6.05689628784649,-6.11219511634211,3.83169611566657e-09,5.77918203133563e-08,10.4360844272488,"CDK2",7.23813362601128,"no_sig"
"IL1RL2",-0.264840195641105,5.81888107209778,-6.10965905192493,3.88491531965568e-09,5.8061825322854e-08,10.4227686885731,"IL1RL2",7.23610931512539,"no_sig"
"ID4",-0.281608246668492,5.49877238993292,-6.10564832639491,3.97056116151418e-09,5.88072301759398e-08,10.401718428237,"ID4",7.23056927541234,"no_sig"
"LAMA3",-0.243346621413684,5.79712986935016,-6.10363255939402,4.01430166350852e-09,5.89242137036429e-08,10.3911425162658,"LAMA3",7.2297062040764,"no_sig"
"TNC",0.617380438203289,6.62005533926744,6.09529314625803,4.20032845052449e-09,6.11092032978961e-08,10.3474162056075,"TNC",7.21389337829266,"up"
"LRP2",-0.230384932624758,5.45873146335728,-6.08009673035903,4.56126073243198e-09,6.5778181088756e-08,10.2678491828521,"LRP2",7.18191813988404,"no_sig"
"CD8B",-0.26277475023629,5.79533284992035,-6.05308130769603,5.27932856365437e-09,7.54714448578068e-08,10.1267595774654,"CD8B",7.12221733560863,"no_sig"
"TGFB2",-0.204708231387015,6.00850696109234,-6.04878986022886,5.40314694537892e-09,7.65756342948529e-08,10.1043898303979,"TGFB2",7.11590939713825,"no_sig"
"RAD51",-0.227409427637915,5.71138589280942,-6.03512962173657,5.81650184695604e-09,8.17293080033823e-08,10.0332618991862,"RAD51",7.08762217820814,"no_sig"
"PGPEP1",-0.187017290786793,5.77713568993602,-6.0216881048568,6.25338742150568e-09,8.7123465431825e-08,9.96338873517157,"PGPEP1",7.05986485836722,"no_sig"
"COL3A1",1.62920439810248,6.93997225671956,6.0073434050607,6.75504955160381e-09,9.33218610322408e-08,9.8889476126412,"COL3A1",7.03001660905559,"up"
"TOX",-0.23354157462969,5.53968817140747,-5.99648952010129,7.16059803005635e-09,9.81001930117721e-08,9.83270925809727,"TOX",7.0083301381464,"no_sig"
"CC2D1B",0.245384854396181,6.5109146819097,5.99265515117384,7.30948504530465e-09,9.93123422684368e-08,9.81285985997969,"CC2D1B",7.00299677521068,"no_sig"
"LCOR",-0.197163214343945,5.83261568419391,-5.97033622805491,8.23816798618744e-09,1.11012689912231e-07,9.69750840004074,"LCOR",6.95462737397141,"no_sig"
"CD68",0.918092176715032,6.78325163532325,5.95590276098483,8.89918703880904e-09,1.18945231640667e-07,9.6230818438344,"CD68",6.92465296357757,"up"
"APOL6",0.501502557165546,5.94933681612456,5.9384957008612,9.76563256733329e-09,1.29291060499392e-07,9.53350027621904,"APOL6",6.88843150226578,"up"
"CRLF2",-0.293062788298271,5.39794989971515,-5.93725349228071,9.83052467300727e-09,1.29291060499392e-07,9.52711499426889,"CRLF2",6.88843150226578,"no_sig"
"NTRK2",-0.26888712544234,5.975748365001,-5.92875146209484,1.02861235459653e-08,1.33192589355272e-07,9.48343904479024,"NTRK2",6.8755199380159,"no_sig"
"RAB7A",0.480515040113483,6.39845555408755,5.92869515685926,1.02892085450849e-08,1.33192589355272e-07,9.4831499536644,"RAB7A",6.8755199380159,"no_sig"
"SPRY2",-0.217731876994847,5.81626885963436,-5.92634131931333,1.04189894306472e-08,1.33818895499875e-07,9.4710663467941,"SPRY2",6.87348255897526,"no_sig"
"CACNA2D2",-0.246929412104491,5.52245195616253,-5.92417674076623,1.05397472839977e-08,1.34202301670003e-07,9.45995747664105,"CACNA2D2",6.87224003562746,"no_sig"
"SMC1A",0.241008393460387,5.73342589730023,5.92289133624114,1.06121041466547e-08,1.34202301670003e-07,9.45336206400747,"SMC1A",6.87224003562746,"no_sig"
"IRGM",-0.268603379644647,5.69098991472455,-5.91642608437872,1.09834696438059e-08,1.37197442938071e-07,9.42020505416166,"IRGM",6.86265398285838,"no_sig"
"FAS",0.243684196068623,5.71524453979775,5.91495177923207,1.10699167670372e-08,1.37197442938071e-07,9.41264787569342,"FAS",6.86265398285838,"no_sig"
"EGF",-0.250075430139435,5.66799540528262,-5.91445311722192,1.10993065150629e-08,1.37197442938071e-07,9.41009208982184,"EGF",6.86265398285838,"no_sig"
"PLA2G1B",-0.249509279793797,5.60389782217615,-5.91135684878806,1.12835068142125e-08,1.38433471660935e-07,9.3942264298411,"PLA2G1B",6.85875888964722,"no_sig"
"TYMP",0.992351301951266,7.14640090746756,5.88557307089154,1.29380325356143e-08,1.5755648510037e-07,9.26234862802249,"TYMP",6.80256371635325,"up"
"THBS4",-0.2385964166306,5.95974540436986,-5.88324291184561,1.30987422152381e-08,1.5834067795479e-07,9.25045169965657,"THBS4",6.8004074999079,"no_sig"
"BCL6",0.40653132458876,6.06616319249344,5.86907238332721,1.41189299319292e-08,1.69427159183151e-07,9.17817831496063,"BCL6",6.77101697099499,"no_sig"
"GRIN2B",-0.26400860974474,5.54822752379451,-5.86520239509945,1.44107864685328e-08,1.71337936224952e-07,9.15846310626764,"GRIN2B",6.76614646850505,"no_sig"
"PTPRR",-0.248630170184549,5.87210078168668,-5.86410110989338,1.44949124348534e-08,1.71337936224952e-07,9.15285452051823,"PTPRR",6.76614646850505,"no_sig"
"GIMAP4",0.33728773267902,6.10455300912731,5.86285316374396,1.45908218196431e-08,1.71337936224952e-07,9.14649998117,"GIMAP4",6.76614646850505,"no_sig"
"CDC7",-0.224400018797904,5.69775695521215,-5.84923048133788,1.56789588631191e-08,1.8280998844658e-07,9.07719941643876,"CDC7",6.73800007879518,"no_sig"
"MME",-0.23259490158268,5.83415844284197,-5.84759518679217,1.58147958097017e-08,1.83095241627814e-07,9.06888858420396,"MME",6.73732294221734,"no_sig"
"KBTBD8",-0.247661529005029,5.59428102764264,-5.8428561262412,1.62149771884212e-08,1.86415541942408e-07,9.04481378443963,"KBTBD8",6.72951788222643,"no_sig"
"GLUL",-0.261528771430929,5.66748731594825,-5.82926101307897,1.7418694043975e-08,1.98863423668714e-07,8.97583109851369,"GLUL",6.70144508796448,"no_sig"
"TIAM1",-0.212441620340737,5.91485463603964,-5.82414064771763,1.78943256048739e-08,2.01517575719247e-07,8.94988134759585,"TIAM1",6.69568707009354,"no_sig"
"MELK",-0.207335673121948,5.54400479464924,-5.82411935522255,1.78963297171594e-08,2.01517575719247e-07,8.94977347420777,"MELK",6.69568707009354,"no_sig"
"CLU",0.826240267912679,6.60560352587041,5.82219600365424,1.80782686241178e-08,2.02181453184011e-07,8.94003049523578,"CLU",6.69425868627853,"up"
"IFNGR1",0.427033578270745,6.12715816275016,5.8108799756221,1.91858685577632e-08,2.13118702087585e-07,8.88275689839956,"IFNGR1",6.67137843739491,"no_sig"
"WRN",-0.188247971743276,5.66643749337923,-5.80796917867973,1.94813270215961e-08,2.1494833304365e-07,8.86803813738929,"WRN",6.66766591855233,"no_sig"
"COL4A3",-0.256922134103094,5.55380341874967,-5.80412105354083,1.98787583730325e-08,2.17148451501152e-07,8.84858822349258,"COL4A3",6.66324326327114,"no_sig"
"MPL",-0.256991878749031,5.80530596259719,-5.803487937567,1.99449003507749e-08,2.17148451501152e-07,8.84538914317584,"MPL",6.66324326327114,"no_sig"
"EPOR",-0.229937672487105,5.67646698210148,-5.8002848506998,2.0282837347178e-08,2.19374898676057e-07,8.82920826367697,"EPOR",6.65881306678014,"no_sig"
"NOS1",-0.257673789699017,5.75626860316714,-5.79094468237065,2.13005067741827e-08,2.28876033573571e-07,8.78206354474937,"NOS1",6.64039968147,"no_sig"
"GABPA",-0.180364121372238,6.37819405226032,-5.78968770559322,2.14412138446942e-08,2.28891919225177e-07,8.77572331185982,"GABPA",6.64036953933884,"no_sig"
"LY86",-0.226373817260814,5.50584578883271,-5.78559611371006,2.19055457538554e-08,2.30956520954219e-07,8.75509239784439,"LY86",6.63646977113359,"no_sig"
"CCL2",1.34110232272048,7.35508216558156,5.78550861236421,2.19155822803274e-08,2.30956520954219e-07,8.75465131291326,"CCL2",6.63646977113359,"up"
"SPIB",-0.25914417877393,5.77859331241819,-5.78051987598485,2.24952849869997e-08,2.35555723048583e-07,8.72951197766437,"SPIB",6.62790633970329,"no_sig"
"TMEFF2",-0.261350990327395,5.98056646927601,-5.77666734164919,2.29531800498776e-08,2.38283850784657e-07,8.71010945107958,"TMEFF2",6.62290539010326,"no_sig"
"KIF2C",-0.182622581936888,5.76943832634905,-5.77589803215376,2.30457008970563e-08,2.38283850784657e-07,8.70623614970869,"KIF2C",6.62290539010326,"no_sig"
"ITGAE",-0.257511181825906,5.78571637740269,-5.77342172255142,2.33459933729566e-08,2.39880081907129e-07,8.69377113804344,"ITGAE",6.62000581154425,"no_sig"
"NTF3",-0.240778258284364,6.04264444235118,-5.75727580668673,2.53997578627961e-08,2.59361502648676e-07,8.6125967297496,"NTF3",6.58609448633988,"no_sig"
"MAPK8IP2",-0.25588195248972,5.87887142746962,-5.75536727424737,2.56538833586554e-08,2.60339408898947e-07,8.60301288485601,"MAPK8IP2",6.58446008555236,"no_sig"
"FANCC",-0.217773282268793,5.67830038352472,-5.75026035873991,2.63461513762765e-08,2.65724373390176e-07,8.57737997358193,"FANCC",6.5755686083922,"no_sig"
"BRD4",0.327974715405961,6.41999292829152,5.74321776988372,2.73308044643416e-08,2.73974649630351e-07,8.54205977737821,"BRD4",6.56228961978904,"no_sig"
"IL6R",-0.157999036250517,5.90328401900171,-5.73997971041099,2.77955005969011e-08,2.7694426049276e-07,8.52583120637592,"IL6R",6.55760763092225,"no_sig"
"APOA4",-0.259601489882609,5.6529680638573,-5.73195051155342,2.89813037081614e-08,2.87019658410948e-07,8.4856203323091,"APOA4",6.54208835676072,"no_sig"
"CDC14B",-0.210581031133342,5.9080749076862,-5.73079487199868,2.91559909391718e-08,2.87020653317355e-07,8.479836321202,"CDC14B",6.54208685135299,"no_sig"
"NDUFA7",-0.182465608937298,6.26666168734309,-5.72925016265691,2.93910961229779e-08,2.87612869203426e-07,8.47210638984772,"NDUFA7",6.54119168539975,"no_sig"
"HMGA2",-0.28519356202033,5.60070924127738,-5.71816356055324,3.11336370640771e-08,3.02862126232797e-07,8.41667411206583,"HMGA2",6.51875503302739,"no_sig"
"ACY1",-0.189378641568068,5.76977543887876,-5.71632549508039,3.14321181789944e-08,3.03967072272158e-07,8.40749180935787,"ACY1",6.51717345949989,"no_sig"
