"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"EIF2AK2",0.0879162077907063,6.14666990879739,1.80323278550316,0.0725767579448473,0.0968475568679618,-5.19014112539555,"EIF2AK2",1.01391133056847,"no_sig"
"FSTL3",0.0987882864158074,6.39223096499706,1.80163843692284,0.0728281723167445,0.0971042297556594,-5.19295321451267,"FSTL3",1.01276185228011,"no_sig"
"P4HA1",0.0933635160724107,6.15347639553937,1.78798724387586,0.075010327706576,0.099932721839231,-5.21693183400682,"P4HA1",1.00029228367231,"no_sig"
"RUNX1",0.0736346901041633,5.87053939713667,1.78734079982358,0.0751149804240985,0.099991115641472,-5.21806292246215,"RUNX1",1.00003858599292,"no_sig"
"FLNB",0.122587218189761,6.43465131525369,1.78398660410733,0.0756599181119105,0.100635036711959,-5.22392538958883,"FLNB",0.997250790636511,"no_sig"
"PRKDC",0.0711475733643807,5.96211959455942,1.78310017948256,0.0758044716590016,0.100745797419077,-5.2254728915836,"PRKDC",0.996773061273919,"no_sig"
"ADGRE5",0.158429833361156,6.67332766574864,1.78052104582026,0.0762263534767046,0.101144043845719,-5.2299712290158,"ADGRE5",0.995059686804195,"no_sig"
"CD59",0.109009411960309,6.27627089663134,1.78051605490096,0.0762271717304414,0.101144043845719,-5.22997992766517,"CD59",0.995059686804195,"no_sig"
"CD9",0.197378225892684,6.65716869344326,1.77446257563842,0.0772249498796958,0.102385336775984,-5.24051301926035,"CD9",0.989762236849119,"no_sig"
"HAVCR2",0.0741210428265644,5.75696092333629,1.7735803705443,0.0773712512398171,0.102474756099805,-5.24204514361201,"HAVCR2",0.989383106674647,"no_sig"
"ITGAM",0.082377042936157,5.69167118944784,1.7733044207673,0.077417060265181,0.102474756099805,-5.24252423277374,"ITGAM",0.989383106674647,"no_sig"
"FANCA",-0.0577486734892698,5.67282455764258,-1.76528711490243,0.0787577074074195,0.10416546337715,-5.25641173162164,"FANCA",0.982276249855717,"no_sig"
"OAS2",0.099059962001065,6.27450797334642,1.75913279538071,0.0797996711341833,0.105458729376686,-5.26703057147814,"OAS2",0.9769174655858,"no_sig"
"NDUFA3",-0.0584243648668092,6.4165808698944,-1.75665309838258,0.0802226727154094,0.10593258951336,-5.27129889463796,"NDUFA3",0.974970411294911,"no_sig"
"PIAS4",-0.0529459939321901,5.73806582759777,-1.75226807002208,0.0809751825704264,0.106809678174574,-5.278832512352,"PIAS4",0.971389393493056,"no_sig"
"PDGFRA",0.0819820884289504,5.9015952602922,1.7520263551685,0.0810168300995702,0.106809678174574,-5.27924725226736,"PDGFRA",0.971389393493056,"no_sig"
"CX3CL1",0.123715677311751,5.82939458860067,1.73986830967925,0.0831343404908052,0.109455093295459,-5.30003632315038,"CX3CL1",0.960764024514998,"no_sig"
"MSRB2",-0.0457298579372623,5.96065262942873,-1.73974198547438,0.0831565763540316,0.109455093295459,-5.30025158411229,"MSRB2",0.960764024514998,"no_sig"
"CD274",0.0856820500308935,5.58883504900995,1.72838977311614,0.0851746956182854,0.112021759677169,-5.3195339085104,"CD274",0.950697609563349,"no_sig"
"MECOM",-0.0624551450689594,5.63771127338615,-1.72651692058719,0.0855114365231968,0.112374741522091,-5.32270321121578,"MECOM",0.949331294196724,"no_sig"
"CD86",0.067107363825202,5.58709795229463,1.7145417125818,0.087690266420574,0.115146004788677,-5.34288878557211,"CD86",0.938751126117748,"no_sig"
"RSAD2",0.0977090034255923,5.91800251559347,1.71407152860292,0.0877767249707094,0.11516754656971,-5.34367853652672,"RSAD2",0.938669884900243,"no_sig"
"EPCAM",0.153871051633784,5.77214022442149,1.70836495934048,0.0888315871881511,0.116458635835184,-5.35324679770404,"EPCAM",0.933828301405754,"no_sig"
"IRF3",0.0658225871176512,5.86312937171684,1.70419846518231,0.0896082383643727,0.117383222207991,-5.3602131251743,"IRF3",0.930393973132693,"no_sig"
"FOXA2",-0.0726652179408349,5.73087219147408,-1.69494232602994,0.0913533088619117,0.119457159270142,-5.37562983885958,"FOXA2",0.922787817129304,"no_sig"
"CCL3",0.107237612287203,6.17462465774775,1.69464702223508,0.0914094320935755,0.119457159270142,-5.37612033727213,"CCL3",0.922787817129304,"no_sig"
"CCL1",0.107237612287203,6.17462465774775,1.69464702223508,0.0914094320935755,0.119457159270142,-5.37612033727213,"CCL1",0.922787817129304,"no_sig"
"RIPK1",-0.0433393515371314,5.87102046338526,-1.6900892436146,0.0922791910325545,0.120498006399936,-5.38368020304497,"RIPK1",0.919020138289686,"no_sig"
"NSD2",-0.0572126391734198,5.76599536949794,-1.68278449873106,0.0936870887131578,0.122239344320977,-5.39575491004415,"NSD2",0.912788988272191,"no_sig"
"LAMC2",0.0981114711645894,6.11956207252799,1.66270398334279,0.0976468307006949,0.12730482924024,-5.42868455820991,"LAMC2",0.895155121306225,"no_sig"
"SPRY1",-0.0681750859565122,5.49169152794159,-1.66096318681483,0.0979963497522206,0.127659270200199,-5.43152105825696,"SPRY1",0.893947642664576,"no_sig"
"SRP54",0.0599556522990206,5.9974488518507,1.65469955794296,0.0992622941663339,0.12920602661081,-5.44170315270801,"SRP54",0.888717228889093,"no_sig"
"ITGB6",-0.0789615933980343,6.0521586636014,-1.65272006899126,0.0996650887232628,0.12962769451032,-5.44491316953385,"ITGB6",0.887302203032597,"no_sig"
"PRKAR1B",-0.0559001019623384,5.70843048020259,-1.65030517561434,0.100158256292392,0.130166144936516,-5.44882416789763,"PRKAR1B",0.88550195723602,"no_sig"
"SPRED1",0.0678153270576143,5.98038304865112,1.64926333957887,0.100371622767757,0.130340401129694,-5.45050972864282,"SPRED1",0.884920946773405,"no_sig"
"BMP5",-0.0728434362412607,5.65536538703664,-1.64508194194583,0.101231636880425,0.131353442013748,-5.4572642363539,"BMP5",0.881558542383113,"no_sig"
"TLR8",-0.065153579622188,5.93931432112287,-1.64377685687949,0.101501267817098,0.131599435560969,-5.45936899913985,"TLR8",0.880745973436974,"no_sig"
"TFRC",-0.0814496348026106,6.01412330458566,-1.63742861512859,0.102821032704157,0.133191937928831,-5.46958376058777,"TFRC",0.875522062095041,"no_sig"
"SMAP1",-0.0453400588372288,5.62773544283899,-1.63709110336658,0.102891582219961,0.133191937928831,-5.47012575808716,"SMAP1",0.875522062095041,"no_sig"
"JAG1",-0.0698286668949244,5.90015798964917,-1.63060792904246,0.104254281909357,0.134849755671898,-5.4805156311417,"JAG1",0.870149836088676,"no_sig"
"TPI1",-0.0623437320340514,5.90486254204683,-1.62899700246336,0.1045951104315,0.13518424650109,-5.48309103064752,"TPI1",0.86907391531948,"no_sig"
"HMGA1",0.0668597796439085,6.15488417084755,1.62212836953868,0.106058328241542,0.136967707485542,-5.49404401173639,"HMGA1",0.863381813237468,"no_sig"
"CD37",0.0868318272816282,6.14444719648751,1.61331143488347,0.107960476436126,0.139314774930135,-5.50803744520279,"CD37",0.856002822338719,"no_sig"
"LAIR1",0.0879400537238801,5.82606197255109,1.60735260711479,0.109261339151911,0.140882856129993,-5.51745247828487,"LAIR1",0.851141852462968,"no_sig"
"MUC2",0.0792144148814877,6.48275144549719,1.60668641237855,0.109407546861132,0.140960820564029,-5.51850295595442,"MUC2",0.850901580800696,"no_sig"
"MAVS",-0.05291890275375,5.98372389218989,-1.60569177989131,0.109626125367427,0.141131832501214,-5.52007053163722,"MAVS",0.850375019410666,"no_sig"
"SOX2",-0.117633481553867,5.90757335580672,-1.6041778977926,0.109959479560959,0.141450222533816,-5.52245463892337,"SOX2",0.849396364961092,"no_sig"
"NKX2-1",-0.139705504975754,6.17409566788421,-1.60351098965046,0.110106587049877,0.141528717052383,-5.52350420744788,"NKX2-1",0.849155430160803,"no_sig"
"ICAM3",-0.0577881115584944,5.80865813486492,-1.58255193000979,0.114809988022505,0.147371004258042,-5.55627143654272,"ICAM3",0.831587956975455,"no_sig"
"NDUFA2",-0.0498679932735024,6.16411662739614,-1.5824595908113,0.114831056237562,0.147371004258042,-5.55641486468576,"NDUFA2",0.831587956975455,"no_sig"
"MARCO",0.155386434319587,5.81729345972036,1.57627241428627,0.116249714822167,0.149075297322654,-5.56600657025589,"MARCO",0.826594315804397,"no_sig"
"AQP5",0.119401671097993,6.73652560084187,1.57210724984706,0.117212524191744,0.150128039455825,-5.57244290661129,"AQP5",0.823538186879426,"no_sig"
"AXIN2",-0.0930983491764561,5.84014814397666,-1.57193150814883,0.117253286290316,0.150128039455825,-5.57271410949187,"AXIN2",0.823538186879426,"no_sig"
"NDUFS8",0.0666193093052438,5.85140880342589,1.56872002665429,0.118000141150959,0.150966717550332,-5.57766480470445,"NDUFS8",0.821118787656768,"no_sig"
"FOXA1",-0.103358413100766,5.51100928569835,-1.56590513623963,0.118657849113663,0.151690127482785,-5.5819959711562,"FOXA1",0.819042683677812,"no_sig"
"CCL19",0.0927071465675002,5.77539961864547,1.55910858838959,0.120257805072056,0.153616030721415,-5.59242213897048,"CCL19",0.813563460798169,"no_sig"
"ATR",-0.0457077287898322,5.5376079497539,-1.54556411419223,0.123496908914813,0.157631147714249,-5.61306730871955,"ATR",0.802357962329664,"no_sig"
"FAP",0.0583244978167716,5.63686828792042,1.53766429188973,0.125417522825797,0.159958423216145,-5.62502706572909,"FAP",0.795992885558163,"no_sig"
"ATG5",-0.0454485514853076,5.77165602518657,-1.53184521348369,0.126847184531817,0.161656411914966,-5.63379828453005,"ATG5",0.79140706492151,"no_sig"
"GUSB",0.0505045965447382,5.55011735518984,1.52758313663357,0.127902387354104,0.162874922393607,-5.64020190679432,"GUSB",0.788145778211277,"no_sig"
"ATP11C",0.0584894542876189,5.45739478643262,1.51673435013851,0.13061931706214,0.16620600406359,-5.65642284922729,"ATP11C",0.779353291715639,"no_sig"
"PBRM1",0.0632428888218071,5.84558615147125,1.51356313061512,0.131421955629118,0.167052291361789,-5.66114298343465,"PBRM1",0.777147563013242,"no_sig"
"C5AR1",0.0656484198779026,5.68171935756382,1.51330431785795,0.131487630792065,0.167052291361789,-5.66152777989829,"C5AR1",0.777147563013242,"no_sig"
"HDAC1",0.0601987234665895,6.02552740982063,1.51284214297478,0.131604973878325,0.167072260274877,-5.66221476956991,"HDAC1",0.777095651899667,"no_sig"
"CGAS",-0.0554547584403196,5.62845409339519,-1.50842502793284,0.132730573309304,0.168371190216433,-5.66877010378015,"CGAS",0.773732218064501,"no_sig"
"ITCH",-0.0473875186041166,5.96990639654592,-1.50671833826807,0.133167487092342,0.168795180246577,-5.67129792244451,"ITCH",0.772639958315812,"no_sig"
"GDF15",0.117427486852273,5.92783690708011,1.50035763992841,0.134805701784737,0.170740041397618,-5.68069416270472,"GDF15",0.767664617615324,"no_sig"
"GATA1",-0.0589642159235719,5.61902023569921,-1.49818478683845,0.135368903086663,0.171321383121226,-5.68389503399621,"GATA1",0.766188428091183,"no_sig"
"DDB2",0.0571571076473107,5.69170971246953,1.49736246201448,0.135582525260484,0.171459747329412,-5.68510522852647,"DDB2",0.765837820604169,"no_sig"
"RAD21",0.0644414256665398,6.35144828765094,1.49654874571835,0.1357941689063,0.171595398679445,-5.6863021120407,"RAD21",0.765494361912248,"no_sig"
"LAMA5",0.139426488350474,6.67206248693907,1.48997551215729,0.137513258535246,0.173634252712706,-5.69594716540065,"LAMA5",0.7603645977266,"no_sig"
"TBL1XR1",-0.0525620582301425,6.48319139960967,-1.48801174433159,0.138030102334829,0.17415309918531,-5.69882055882872,"TBL1XR1",0.759068792540214,"no_sig"
"NDUFB8",-0.0430958207088059,5.99480122261132,-1.48619261886535,0.13851022053969,0.174624848594517,-5.70147899087403,"NDUFB8",0.757893957425188,"no_sig"
"HDC",-0.0646252329271801,5.47543247290833,-1.48150260128449,0.139754018414563,0.176057935841794,-5.70831815480206,"HDC",0.754344394253986,"no_sig"
"PIK3R1",-0.0512523207659674,5.91234401258162,-1.47970980809471,0.140231747425969,0.176524496759796,-5.71092686630162,"PIK3R1",0.753195017928384,"no_sig"
"FBXW7",-0.0446188231452522,5.59871505926212,-1.47850524992809,0.140553437548248,0.176728699608679,-5.7126778886411,"FBXW7",0.752692918124341,"no_sig"
"LFNG",-0.0588503230875856,5.59342634643504,-1.47829754371146,0.140608965382088,0.176728699608679,-5.71297968203371,"LFNG",0.752692918124341,"no_sig"
"PAK3",-0.0546919293293335,5.61423945529371,-1.47453705197589,0.141617226828708,0.177859985413595,-5.71843640649786,"PAK3",0.749921747637106,"no_sig"
"RASA4",0.0763267303391002,6.69234007218281,1.46682364336409,0.143702821207303,0.180341555774661,-5.72958635501662,"RASA4",0.74390418806325,"no_sig"
"ICAM1",0.193068052703041,6.67611380624032,1.46323723371036,0.144680570141969,0.181428044108722,-5.73475104460021,"ICAM1",0.741295581331557,"no_sig"
"IRAK2",-0.0597245362763177,5.8277275344477,-1.46283959957987,0.144789290675573,0.181428044108722,-5.73532290157119,"IRAK2",0.741295581331557,"no_sig"
"HLA-G",-0.0579468282450382,6.02905405377737,-1.45824161457858,0.146051043703024,0.182869699807899,-5.74192439459145,"HLA-G",0.737858248030214,"no_sig"
"IL17RA",-0.0448499703031509,5.89757662944956,-1.45283911493354,0.147544366081552,0.184546370759925,-5.74965486372606,"IL17RA",0.733894491104661,"no_sig"
"TRAF3",-0.0449325377005936,5.75316170154026,-1.45258589761006,0.147614645711254,0.184546370759925,-5.75001650213055,"TRAF3",0.733894491104661,"no_sig"
"LRRC32",0.0801713145368135,5.77391839952631,1.44318421717544,0.150242312882029,0.187688725211289,-5.76339988291387,"LRRC32",0.726561815421232,"no_sig"
"CCL11",-0.0829886527723422,5.64716105671092,-1.43964603558767,0.151240437861516,0.188792163890913,-5.76841439477613,"CCL11",0.72401603572419,"no_sig"
"CDC20",-0.0554742048805172,5.93759376607162,-1.42685613808571,0.154890909974579,0.193202318663284,-5.78644002251137,"CDC20",0.713987665826183,"no_sig"
"BAP1",0.0410581315339629,5.72159327555121,1.4232120101901,0.155943238352861,0.194367463117592,-5.79154697321237,"BAP1",0.711376433705753,"no_sig"
"COLEC12",0.0775173108297507,5.7045156816802,1.41884883117772,0.157210379187974,0.195798381352295,-5.79764472069634,"COLEC12",0.708190902791675,"no_sig"
"SOCS3",-0.126001835495394,6.69166962610161,-1.41664056191215,0.157854683072762,0.196452005277533,-5.8007238622275,"SOCS3",0.706743533782577,"no_sig"
"ANXA1",0.189132802433855,6.34546608849907,1.41380004733145,0.158686413183285,0.197337718058488,-5.80467765004975,"ANXA1",0.704789898127909,"no_sig"
"MUC5B",0.12664138411398,6.80480939818853,1.39701474580928,0.163669583359893,0.203380797463087,-5.82788217512203,"MUC5B",0.691690054114867,"no_sig"
"TNFRSF10A",-0.0419105965494611,6.12533119053445,-1.39543696134105,0.164144025592068,0.203816297638489,-5.83004933248294,"TNFRSF10A",0.6907610917159,"no_sig"
"CASP3",-0.0424369715395834,5.49633195722928,-1.38528305247475,0.167222294537567,0.207481850731895,-5.84393851236876,"CASP3",0.683019886767402,"no_sig"
"PSMB7",0.0560229638976226,6.24310337836283,1.38316830665483,0.167868859092806,0.208127001771172,-5.84681863790634,"PSMB7",0.681671572073361,"no_sig"
"TP73",-0.0754601309624805,5.79345256718877,-1.37901288082376,0.169144842686032,0.209550958082771,-5.85246539925397,"TP73",0.678710349198501,"no_sig"
"CXCL3",-0.0848058623958776,5.50240425172945,-1.37710475230922,0.169733207630225,0.210121531132598,-5.85505273010879,"CXCL3",0.677529443201046,"no_sig"
"MUC5AC",0.113050899009334,6.55539583373541,1.36816699166356,0.172509700771105,0.21339800456561,-5.86712494936979,"MUC5AC",0.670809645877792,"no_sig"
"BATF",-0.0687731650847523,5.74115539603598,-1.36743423167762,0.172738837924194,0.213520789133365,-5.86811125419636,"BATF",0.670559834145462,"no_sig"
"DMBT1",0.201829510190303,6.6400377509505,1.3557154212715,0.176434535664702,0.217925151489684,-5.88381422350197,"DMBT1",0.661692643444345,"no_sig"
"NFKB2",0.0723357269197802,6.32386382045199,1.35209077101145,0.17758954468313,0.219049642581736,-5.88864422748671,"NFKB2",0.659457451113546,"no_sig"
"PYCARD",0.0599446425772046,5.75710022197726,1.35202229431385,0.177611419441273,0.219049642581736,-5.88873535307389,"PYCARD",0.659457451113546,"no_sig"
"SIRPB2",-0.0486821017472421,5.85151066326025,-1.34111097473377,0.181122864675117,0.223212885701568,-5.90319754340093,"SIRPB2",0.651280737926421,"no_sig"
"IRS1",-0.0493985049869741,5.81599555784379,-1.31463782245868,0.189857467679879,0.233802005142862,-5.93780583535724,"IRS1",0.631151768543099,"no_sig"
"FEZ1",-0.0570991632432465,5.6880032944691,-1.31311596307185,0.190368923114652,0.234256369461443,-5.93977468580754,"FEZ1",0.630308591755658,"no_sig"
"DNMT3A",-0.0368278408677964,5.62968232394659,-1.30437800988056,0.193325280342417,0.237716350697781,-5.95103557831664,"DNMT3A",0.623940945433774,"no_sig"
"BBS1",-0.0537875430678909,5.80429940028034,-1.29725492449905,0.195760264489596,0.240530549193495,-5.96016048376948,"BBS1",0.618829757113021,"no_sig"
"DNMT1",0.0587937990480656,5.92012503886689,1.29601862202847,0.196185180436516,0.24087261884812,-5.96173920913413,"DNMT1",0.61821256554348,"no_sig"
"MICB",-0.0645702971466706,5.63869088988298,-1.29415633148886,0.196826530706639,0.241479713792324,-5.96411450215363,"MICB",0.617119347554725,"no_sig"
"CPSF7",0.0384539760089853,5.88053263399678,1.29336769865953,0.197098591368562,0.241518541164502,-5.96511936317478,"CPSF7",0.617049523229909,"no_sig"
"EIF4EBP1",-0.0447091285496457,5.92882101111455,-1.29321298529529,0.19715199649803,0.241518541164502,-5.96531642512919,"EIF4EBP1",0.617049523229909,"no_sig"
"ZNF205",-0.0589451254862148,5.49872079722562,-1.29186419072925,0.197618035152726,0.241909195674669,-5.96703343068744,"ZNF205",0.61634762252336,"no_sig"
"PUM1",0.043077176442849,5.94385900220437,1.28929218694737,0.198508966918756,0.242819004177407,-5.97030267441415,"PUM1",0.6147173263019,"no_sig"
"CYLD",-0.0356385534054633,5.59646314791227,-1.28555800662628,0.199807726051117,0.244225949165826,-5.97503770815579,"CYLD",0.612208193868585,"no_sig"
"BLVRA",-0.0451917332256491,5.54287578430046,-1.27824078197999,0.202370763683973,0.247174989224705,-5.98427684442799,"BLVRA",0.606995476104364,"no_sig"
"PTTG2",-0.0778392217124226,5.84128591718009,-1.27414325988097,0.203816508540528,0.248756005969286,-5.98942787755553,"PTTG2",0.604226424842213,"no_sig"
"MCM5",-0.048168119316597,5.74392762166459,-1.27068876140752,0.205041236856636,0.25006512862931,-5.99375788113252,"MCM5",0.601946866045419,"no_sig"
"NOTCH1",-0.0513936715863696,6.21598777971006,-1.26742987914279,0.206201539480954,0.251293796076122,-5.99783205807468,"NOTCH1",0.599818233107245,"no_sig"
"FCGR1A",-0.0607693843373021,6.33297541597006,-1.26487391933699,0.207114923115681,0.25221995081643,-6.00102023365214,"FCGR1A",0.598220563334746,"no_sig"
"IL1RAP",-0.0430377528000037,5.88440535711101,-1.26085788885733,0.208556031040471,0.253786909719122,-6.00601679713774,"IL1RAP",0.595530782490983,"no_sig"
"RPS6KA6",-0.0532453386761906,5.43462056224089,-1.25285429661061,0.211449810497824,0.257117964836111,-6.01592773118688,"RPS6KA6",0.589867578134965,"no_sig"
"PRDM1",-0.0414415151700114,5.82894039180059,-1.23650496765216,0.217451611525866,0.264220583406152,-6.03597963755262,"PRDM1",0.578033352839937,"no_sig"
"JAM3",-0.046380138667546,6.03775617026068,-1.23571507107258,0.217744670868348,0.264381269503371,-6.03694183331384,"JAM3",0.577769316355364,"no_sig"
"OLFML2B",-0.0514972708177561,5.67026066140948,-1.23489688592214,0.218048526653143,0.264554817577688,-6.037937848018,"OLFML2B",0.577484325500831,"no_sig"
"SLC2A1",0.0673285158302148,5.71293935506515,1.22573378487648,0.221472462066054,0.268510861088933,-6.0490480096109,"SLC2A1",0.57103814268103,"no_sig"
"MAPK12",-0.050075289755827,5.33862588501423,-1.21245412368923,0.226503148551833,0.274407646440098,-6.06500439377633,"MAPK12",0.561603791068519,"no_sig"
"LYN",0.0633573323350491,6.0526924121424,1.20523139341912,0.229273499534893,0.277559376461977,-6.07361087948961,"LYN",0.556644096824597,"no_sig"
"DUSP6",-0.0504623934356196,5.9714043472109,-1.20367094651532,0.22987519826262,0.278083021297828,-6.07546360769254,"DUSP6",0.555825526712128,"no_sig"
"CD58",0.0361214628933784,5.71337089376877,1.1991488926188,0.231625254211164,0.279994057296436,-6.08081927358322,"CD58",0.552851186196188,"no_sig"
"CCL21",0.0659732354697375,5.24303536907066,1.19735700922018,0.23232134824431,0.280629167166528,-6.08293596850255,"CCL21",0.551867192604971,"no_sig"
"LILRA5",-0.0680157564760444,5.83565606035406,-1.18432783872134,0.237427739035537,0.286586786324833,-6.09823283607077,"LILRA5",0.542743837520336,"no_sig"
"LAIR2",-0.041843959371592,5.94444836055663,-1.17388604300118,0.241577293592071,0.291381563217435,-6.11037257498651,"LAIR2",0.535537931104953,"no_sig"
"POU2F2",-0.0397100856442449,5.84927290636876,-1.16515982195801,0.245084267699394,0.295394821186073,-6.12043623559522,"POU2F2",0.529597122937498,"no_sig"
"TMEM140",0.0401861914838264,6.20342915227924,1.16263146135586,0.246107070811995,0.296410274296645,-6.12333823611825,"TMEM140",0.528106746735205,"no_sig"
"CR1",-0.0480144042037276,5.78502962745418,-1.15429920276509,0.249499031243836,0.300275554439873,-6.13285770304136,"CR1",0.522480022459721,"no_sig"
"BATF3",-0.0560238071596411,5.35486315667811,-1.14877337002081,0.251766579299451,0.302782923458887,-6.13913352649102,"BATF3",0.518868622093711,"no_sig"
"AURKB",-0.0412191429779512,5.69181128842355,-1.14653455609015,0.252689389498514,0.303670582116635,-6.14166772257536,"AURKB",0.517597278029806,"no_sig"
"TNFRSF10B",0.0367440314365277,6.38636527184162,1.13987337884589,0.255449055151101,0.30676278061973,-6.1491788321245,"TNFRSF10B",0.513197334266822,"no_sig"
"NDUFA12",0.0326937248878716,6.19261557898465,1.13833403344915,0.25608977902371,0.30726068359293,-6.15090843103412,"NDUFA12",0.512493007563425,"no_sig"
"PDZK1IP1",0.0568510240054936,5.95351565105778,1.13797959138769,0.256237467886805,0.30726068359293,-6.15130635239781,"PDZK1IP1",0.512493007563425,"no_sig"
"TOP2A",0.050409069391165,5.80028478178887,1.12628988981184,0.26114171079545,0.312913245297172,-6.16436131766399,"TOP2A",0.504576053224131,"no_sig"
"IGLL1",-0.0630776691931292,5.96337820892253,-1.1243805092369,0.261948926881756,0.313651883316539,-6.16648102532313,"IGLL1",0.503552100406179,"no_sig"
"TPSAB1",0.11066964663852,6.36984405889155,1.12364550297755,0.262260122482749,0.313795954411674,-6.1672960471436,"TPSAB1",0.503352659818591,"no_sig"
"SERINC2",-0.0537652505069612,5.57438258895466,-1.11670552536122,0.265211119906123,0.316976698233223,-6.17496553420764,"SERINC2",0.498972662705554,"no_sig"
"ICOSLG",-0.0404594785083807,5.46923658325846,-1.11648773803513,0.265304097791311,0.316976698233223,-6.17520545360677,"ICOSLG",0.498972662705554,"no_sig"
"ATM",0.0411891559401276,5.87145196510672,1.1116053557853,0.267394418539349,0.319242138038265,-6.18057183680948,"ATM",0.495879789283471,"no_sig"
"CASP7",0.0359858867252791,5.72300012322545,1.1111373302116,0.267595393595497,0.319250237351957,-6.18108503599245,"CASP7",0.495868771180892,"no_sig"
"SMAD4",0.0415950252907598,5.78244903192027,1.11048443227685,0.267875929245733,0.319353174532259,-6.18180059394963,"SMAD4",0.495728762377484,"no_sig"
"PPL",-0.0569031573976249,5.62363851826717,-1.10489717948486,0.270284962991162,0.321991651563384,-6.18790704077159,"PPL",0.492155388325774,"no_sig"
"PRKX",-0.0525132867626228,5.40880034156409,-1.09672020900394,0.273837467557394,0.325987542841677,-6.19678888266385,"PRKX",0.486798995571595,"no_sig"
"KRT6A",0.0723036589745671,6.40540945874498,1.08817171622219,0.277585568893046,0.329733146864283,-6.20600442569069,"KRT6A",0.48183739263039,"no_sig"
"KRT6B",0.0723036589745671,6.40540945874498,1.08817171622219,0.277585568893046,0.329733146864283,-6.20600442569069,"KRT6B",0.48183739263039,"no_sig"
"KRT6C",0.0723036589745671,6.40540945874498,1.08817171622219,0.277585568893046,0.329733146864283,-6.20600442569069,"KRT6C",0.48183739263039,"no_sig"
"ZEB1",0.0538143411299199,5.42722427468169,1.08692983865144,0.27813298278579,0.330144854656924,-6.20733726803434,"ZEB1",0.481295466864449,"no_sig"
"ROR2",-0.0409061433619655,5.49238945374266,-1.08362622060698,0.279592799883879,0.331638212849277,-6.2108755308366,"ROR2",0.479335433871371,"no_sig"
"CD84",-0.0418997359956803,5.91427559900557,-1.08015437106555,0.281132593941675,0.333224213727551,-6.21458247840086,"CD84",0.47726344812304,"no_sig"
"MDM2",0.10042201487386,6.00335964351035,1.07749384693252,0.282316470956375,0.334313387090919,-6.21741518744873,"MDM2",0.475846232371512,"no_sig"
"ADORA2A",-0.074017903522515,5.41029756173383,-1.07717583126345,0.282458208436305,0.334313387090919,-6.21775332162577,"ADORA2A",0.475846232371512,"no_sig"
"ECSIT",-0.0471389359106729,5.48590156957466,-1.07452004769623,0.283643768746441,0.335475076128884,-6.22057325675304,"ECSIT",0.4743397398818,"no_sig"
"MYD88",0.0410446662622848,5.70415215788333,1.06061231320851,0.289907601788503,0.342637021811861,-6.23522800224835,"MYD88",0.465165713466425,"no_sig"
"RBX1",0.0302648860507402,5.929072214035,1.04114315572268,0.298832521605742,0.352931512586092,-6.25542511678541,"RBX1",0.452309562577279,"no_sig"
"RRAD",-0.09964313904932,5.92227585942019,-1.04024906886846,0.299246767898587,0.353167039788426,-6.25634372797161,"RRAD",0.452019834839526,"no_sig"
"NKG7",0.0370410226964522,6.06607422072454,1.03820059515174,0.300197314920183,0.354034709991952,-6.25844544116433,"NKG7",0.450954157129598,"no_sig"
"ZBTB16",-0.0770272066729465,5.99416604528564,-1.03585082359927,0.30129016356868,0.355068837926101,-6.26085122630705,"ZBTB16",0.449687441217382,"no_sig"
"CD46",0.0927643763742054,6.42886521063062,1.01879520520668,0.309302338565693,0.364250031949856,-6.27815145023299,"CD46",0.438600401464231,"no_sig"
"TP53",0.0336269345078781,5.87784064157025,1.01804633082643,0.309657352562694,0.364372332004277,-6.27890453877162,"TP53",0.438454607862777,"no_sig"
"CDH3",0.0646173004971722,5.82667252826567,1.01764132294546,0.309849464806557,0.364372332004277,-6.27931159699492,"CDH3",0.438454607862777,"no_sig"
"CD36",0.055060728959579,5.92734496335396,1.01647490056178,0.310403190344269,0.36476257678769,-6.28048302707957,"CD36",0.437989724971648,"no_sig"
"PTEN",0.0426641722475942,6.00485512868238,1.01427488154578,0.311449373961642,0.365730550566385,-6.28268886556449,"PTEN",0.436838760230101,"no_sig"
"RASGRF2",-0.044450952827475,5.77492151157734,-1.0137572997852,0.311695841178091,0.365758717271079,-6.2832071278208,"RASGRF2",0.436805314368443,"no_sig"
"SMAD3",-0.0355154597133955,5.73702477632513,-1.01063276179031,0.313186461946813,0.367245751384137,-6.28633020238951,"SMAD3",0.435043219802099,"no_sig"
"IGF1R",-0.0484353416227572,6.20780700043494,-1.00729597372917,0.314783545955021,0.368855416642947,-6.28965487152113,"IGF1R",0.433143834542949,"no_sig"
"PIK3R2",0.0419508000445079,5.83582035420808,1.00501548416524,0.315878147725323,0.369874412293755,-6.2919208060739,"PIK3R2",0.431945711896284,"no_sig"
"ERBB2",-0.0550547373777484,5.87203390485795,-1.00066464148381,0.31797345557315,0.372062890364596,-6.2962297514611,"ERBB2",0.429383644446584,"no_sig"
"KDR",-0.0388576199754356,5.94642166285555,-0.996630665687436,0.319924332300329,0.374079375748038,-6.30020831652319,"KDR",0.427036235254697,"no_sig"
